"Table 4 - Full list of first forenames given, Scotland, 2010",,,,
,,,,
Boys names,Number of babies,,Girls names,Number of babies
Emanuele,1,,Clarisa,1
Emanuiel,1,,Clarissa,2
Emerson,2,,Claudia,15
Emil,5,,Clementina,1
Emile,2,,Clementine,3
Emiliano,1,,Cleo,1
Emilio,5,,Clodagh,1
Emilis,4,,Cloe,1
Emir,1,,Clover,1
Emirhan,1,,Coco,2
Emmanuel,8,,Codeah,1
Emre,1,,Codey,1
Enea,1,,Codi,2
Enes,1,,Codi-Louise,1
Ennis,1,,Codie,3
Enrikas,1,,Cody,3
Enrique,1,,Colbie,1
Enzo,5,,Coletta,1
Eoghan,6,,Colette,1
Eoin,12,,Colleen,4
Eparama,1,,Collette,1
Eray,1,,Connie,28
Eren,1,,Constance,6
Eric,10,,Cooper,2
Erick,1,,Cora,15
Erik,1,,Coral,4
Erin,1,,Coraleigh,1
Erion,1,,Cordelia,2
Erland,2,,Cori,1
Erlend,1,,Corin,2
Ernest,2,,Corinne,1
Ernie,2,,Corra,1
Erskine,1,,Corragh,1
Ervin,1,,Corrie,1
Erwin,1,,Corrin,1
Eryk,3,,Coryn,2
Esa,1,,Courtney,59
Eshan,2,,Courtney-Leigh,1
Esli,1,,Courtneyleigh,1
Essien,1,,Cristal,1
Ethan,306,,Cristie,1
Ethan-Ali,1,,Cristina,1
Ethan-Paul,1,,Crystal,4
Ethen,2,,Crystal-Rose,1
Etienne,4,,Cyndi,1
Etinosa,1,,Cyrine,1
Euan,129,,D'arci,1
Evan,93,,D'arcy,2
Evann,1,,Daaniya,1
Everett,1,,Daciana,1
Evin,1,,Dailley,1
Ewan,85,,Daina,1
Ewen,5,,Daisi,2
Ezel,1,,Daisy,122
Ezra,1,,Daisy-Grace,1
Fabian,2,,Daisy-Lyn,1
Fabien,1,,Daisy-May,1
Fabio,1,,Daisymae,1
Fahad,2,,Daizy,1
Fahd,1,,Dakota,11
Faheem,1,,Daksha,1
Fahim,2,,Dalia,1
Faithrich,1,,Dalva,1
Faiz,1,,Damaris,2
Faizaan-Ul-Hassan,1,,Damesha,1
Faizan,1,,Dana,4
Fallon,1,,Danae,1
Fan,1,,Dani,2
Faraj,1,,Dani'le,1
Fardin,1,,Dani-Lee,1
Fareed,2,,Dani-Leigh,1
Fareiz,1,,Danica,1
Fares,1,,Daniele,1
Faris,3,,Daniella,7
Farrell,1,,Danielle,31
Faryl,1,,Danika,5
Favoured,1,,Dannan,1
Fayaaz,1,,Danni,4
Fazeel,1,,Danni-Shey,1
Fearghal,1,,Dannielle,1
Federico,1,,Dannii,7
Felix,18,,Dannika,1
Feras,1,,Danyella,1
Fergal,1,,Daphne,2
Fergie,1,,Dara,3
Fergus,39,,Darah,3
Fiachra,1,,Darby,1
Filip,36,,Darcee,1
Filipe,1,,Darcelle,1
Finbar,1,,Darcey,38
Findlay,35,,Darci,4
Findley,1,,Darci-Leigh,1
Finlaggan,1,,Darcie,10
Finlay,292,,Darcie-Jaii,1
Finley,20,,Darcy,41
Finn,83,,Daren,1
Finnbarr,1,,Daria,6
Finnlay,2,,Darianna,1
Finnley,1,,Darla,1
Fintan,1,,Darline,1
Finton,1,,Darra,1
Fionan,1,,Darragh,2
Fionn,6,,Darshani,1
Fionnlagh,3,,Darya,1
Fizaan,1,,Dastina,1
Fletcher,9,,Daveigh,1
Flinn,1,,Davina,2
Floyd,1,,Dawn,1
Flyn,1,,Daya,1
Flynn,17,,Dayna,2
Flynne,1,,Dayze,1
Forbes,1,,Deaghan,1
Ford,1,,Deanna,2
Forrest,1,,Debbie,3
Francis,7,,Debora,1
Francisco,1,,Deborah,3
Franciszek,8,,Dee,3
Franco,3,,Deeanna,1
Franek,1,,Deemah,1
Frank,5,,Deeya,1
Frankie,14,,Deja,1
Frankie-Ray,1,,Delfina,1
Franky,1,,Delia,1
Fraser,145,,Delilah,1
Fraser-Lee,1,,Delina,1
Frasier,1,,Delma,1
Frazer,11,,Delta,1
Fred,6,,Demi,25
Freddie,28,,Demi-Ann,1
Freddy,4,,Demi-Debbie,1
Frederic,3,,Demi-Lee,2
Frederick,23,,Demi-Lei,1
Fredric,1,,Demi-Leigh,8
Fredrik,2,,Demie,1
Fyfe,1,,Demii,1
Fynlay,2,,Demilee,2
Fynn,3,,Demileigh,1
Fyvie,1,,Dena,1
Gab,1,,Denanne,1
Gabe,1,,Denise,1
Gabor,1,,Deniz,1
Gabriel,46,,Denni,1
Gabrielius,3,,Denver,1
Gaetano,1,,Deon,1
Galip,1,,Derri,1
Gamaliel,1,,Derry,1
Gareth,6,,Derryn,1
Garland,1,,Desha,1
Garry,9,,Destinee,2
Garvie,1,,Destiny,7
Gary,21,,Devon,10
Gaspar,1,,Devorah,1
Gaspard,1,,Devyn,4
Gaura-Kisora,1,,Dezi,1
Gavin,10,,Dharia,1
Gedeon,1,,Dharma,1
Gene,3,,Diana,5
Geordie,1,,Diane,1
George,60,,Diba,1
Gerard,3,,Dilane,1
Gerrard,1,,Dilara,1
Gethin,1,,Dillon,1
Ghillies,1,,Dilraj,1
Ghulam,1,,Dima,1
Gian,1,,Dina,1
Gianluca,1,,Dinora,1
Gibson,2,,Dinuthi,1
Gideon,1,,Dionne,11
Gilbert,2,,Dior,1
Gilson,1,,Dishti,1
Gino,3,,Diva,1
Gio,3,,Dixie,1
Giovanni,2,,Diya,3
Giulio,1,,Dolina,1
Giuseppe,1,,Dominika,3
Gizzy,1,,Dominique,1
Gleb,1,,Donata,1
Glebs,1,,Donia,1
Glen,6,,Donna,1
Glenn,6,,Donya,1
Godwin,1,,Dora,1
Goodluck,1,,Doriana,1
Gordon,6,,Dorota,2
Gracjan,1,,Dorothy,2
Graeme,10,,Dorrie,1
Graham,11,,Drew,1
Graison,1,,Drishika,1
Grant,20,,Dua,3
Gray,2,,Duaa,1
Grayden,1,,Dulcie,1
Grayson,1,,Dylan,1
Greg,10,,Eadie,2
Gregg,1,,Eala,1
Gregoire,1,,Eavie,1
Gregor,58,,Ebian,1
Gregory,1,,Eboni-Louise,1
Greig,4,,Ebonni,1
Griffin,1,,Ebonnie,1
Grzegorz,1,,Ebony,19
Gurdit,1,,Ebunoluwa,1
Gurditta,1,,Echo,1
Guriopal,1,,Eden,24
Gurrajvir,1,,Eden-Faith,1
Gurseace,1,,Edie,3
Gursharan,1,,Edith,4
Gustavs,1,,Edlizi,1
Guy,4,,Edyn,1
Gvidas,1,,Eevie,1
Haadhi,1,,Effie,4
Haadi,1,,Effy,2
Haaris,3,,Eighlin,1
Haaziq,1,,Eila,1
Hadee,1,,Eilah,2
Hadley,1,,Eildhi,1
Hadyn,1,,Eileen,4
Haidarali,1,,Eileigh,1
Haiden,2,,Eilidh,207
Haider,2,,Eilis,2
Haidn,1,,Eilise,1
Hakki,1,,Eilish,4
Halcro,1,,Eily,1
Hamad,1,,Eimear,2
Hamid,2,,Eimile,1
Hamish,56,,Eira,1
Hammad,1,,Eireann,1
Hamza,11,,Eirini,1
Hamzah,1,,Eirinn,1
Hamzh,1,,Eirwen,1
Han,1,,Eisha,1
Hanley,1,,Eiva,1
Hanli,1,,Eivie,1
Hanro,1,,Ejona,1
Hans,1,,Ekam,1
Hanzalah,1,,Ekaoluchuku,1
Hao,2,,Ekavira,1
Haoqi,1,,Ela,5
Haozhe,1,,Elaf,2
Hardy,1,,Elaina,4
Harees,1,,Elaine,3
Harigovind,1,,Elan,1
Haris,5,,Elanor,1
Harison,1,,Elayna,1
Harjas,1,,Eleanor,20
Harlan,2,,Eleanor-Rose,1
Harley,36,,Eleanore,1
Harlie,2,,Eleena,1
Harlow,2,,Elektra,1
Harlye,1,,Elena,9
Harold,2,,Eleni,1
Haroon,4,,Elenta,1
Harown,1,,Elesha,1
Harri,1,,Elfriede,1
Harris,110,,Elia,1
Harrison,73,,Elian,1
Harrison-Blake,1,,Eliana,6
Harry,276,,Eliane,1
Harry-James,1,,Elianna,1
Harvey,58,,Elidh,1
Harvie,1,,Elie,1
Hasan,2,,Elieace,1
Hasen,1,,Eliese,1
Hashim,3,,Elifnaz,1
Hashir,1,,Elijyah,1
Hasnain,1,,Elika,1
Hassan,5,,Elin,5
Haydan,1,,Elinor,1
Hayden,44,,Eliora,2
Hayden-Mac,1,,Elisa,1
Haydn,4,,Elisabeth,11
Haydyn,1,,Elisah,1
Hazim,1,,Elise,57
Heath,1,,Elisha,7
Heaven,1,,Eliska,1
Hector,12,,Elissa,6
Helgi,1,,Eliza,15
Hendrix,2,,Eliza-Rose,1
Hendry,1,,Elizabeth,80
Henendem-Obasi,1,,Elizabeth-Tazmin,1
Henley,1,,Elka,1
Henrik,1,,Elkie,1
Henrique,1,,Ella,154
Henry,29,,Ella-Jane,1
Henryk,1,,Ella-Louise,1
Herbert,2,,Ella-May,2
Hezekiah,1,,Ella-Rose,2
Hiren,1,,Ellah,1
Hisham,1,,Ellana,1
Hitansh,1,,Ellarie,1
Holiness,1,,Elle,23
Hong,2,,Elle-Mae,1
Howard,1,,Elleigh,1
Howie,1,,Ellen,18
Hridhaan,1,,Elli,3
Hubert,4,,Ellia,1
Huck,1,,Ellice,1
Hudson,4,,Ellie,332
Huey,1,,Ellie-Anne,1
Hugh,19,,Ellie-Claire,1
Hugo,14,,Ellie-Elizabeth,1
Humayun,1,,Ellie-Grace,1
Humza,4,,Ellie-Jade,1
Humzah,1,,Ellie-Jo,2
Hunter,11,,Ellie-Louise,6
Huratio,1,,Ellie-Mae,6
Husnain,1,,Ellie-May,9
Husnayn,1,,Ellie-Rose,2
Hussain,2,,Elliot,4
Hussan,1,,Elliott,2
Huzaifa,2,,Elliotte,1
Iain,16,,Ellis,16
Ian,18,,Ellisa,1
Ibraheem,1,,Ellise,2
Ibrahem,1,,Ellisha,1
Ibrahim,13,,Ellisia,1
Ideachi,1,,Ellouise,2
Idris,1,,Ellsi,1
Idriss,1,,Ellsie,2
Ieuan,3,,Elly,2
Ifeakanwanne,1,,Ellyna,1
Ifeanyichukwu,1,,Ellyse,1
Ignac,1,,Elodie,8
Ignacy,1,,Eloghosa,1
Igor,5,,Eloisa,1
Igors,1,,Eloise,12
Ihsan,2,,Elora,1
Ikechukwu,1,,Elouisa,1
Ikenna,1,,Elouise,1
Ilan,1,,Elsa,8
Ilyas,3,,Elsie,13
Imaad,1,,Elspeth,4
Iman,1,,Elymir-Fabiella,1
Immanuel,1,,Elys,1
Imran,2,,Elysa,1
Indrid,1,,Elyse,5
Innes,41,,Elysia,1
Inness,1,,Elyssa,4
Innis,5,,Elysse,2
Ioan,1,,Elza,1
Ires,1,,Elzbieta,1
Iretemi,1,,Ema-Maria,1
Irfan,1,,Emaan,5
Irtaza,1,,Eman,3
Irvin,1,,Emanuelle,1
Irvine,2,,Emelia,2
Is-Haaq,1,,Emeliah,1
Isa,5,,Emelie,1
Isaac,58,,Emese,1
Isaak,1,,Emie,2
Isaeah,1,,Emilee,4
Isah,1,,Emileigh,1
Isaiah,3,,Emilia,53
Isaque,1,,Emilie,19
Ishaq,1,,Emilija,1
Isidoros,1,,Emillie,3
Isio,1,,Emillyrose,1
Ismaeel,3,,Emily,436
Ismail,4,,Emily-Jane,1
Israel,1,,Emily-Kate,1
Issa,2,,Emily-Louise,1
Issac,1,,Emily-Mae,1
Issam,1,,Emily-Maya,1
Isxaq,1,,Emily-Rose,2
Iulian,1,,Emilyjane,1
Ivan,9,,Emine,1
Ivie,1,,Emma,322
Ivo,2,,Emma-Grace,1
Ivor,4,,Emma-Jane,1
Izaan,1,,Emma-Jo,1
Izak,1,,Emma-Leigh,2
Izakeel,1,,Emma-Louise,4
Izaki,1,,Emma-Marie,1
Izen,1,,Emma-Ray,1
Izuwa,1,,Emma-Rose,1
J,1,,Emmalee,1
Jac,2,,Emmalouise,1
Jace,3,,Emme,4
Jacek,2,,Emme-Leigh,1
Jacen,1,,Emmeleigh,1
Jack,602,,Emmeline,2
Jackie,2,,Emmi,1
Jackson,48,,Emmie,6
Jacky,1,,Emmy,16
Jaco,1,,Emmy-Louise,1
Jacob,147,,Emy,1
Jaden,16,,En,1
Jadon,2,,Enakshi,1
Jae,1,,Enayah,1
Jaelyn,1,,Enid,1
Jafar,1,,Eniola,1
Jagjeevan,1,,Enja,1
Jago,1,,Enya,4
Jahan,1,,Enyu,1
Jai,12,,Eraj,1
Jaicob-David,1,,Eren,1
Jaidan,2,,Erica,14
Jaiden,14,,Erii,1
Jaidon,1,,Erika,5
Jailyn,1,,Erin,279
Jaime,2,,Erin-Lee,1
Jaimie,1,,Erin-Louise,1
Jais,1,,Eris,1
Jaivon,1,,Errin,1
Jak,10,,Erris-Mae,1
Jake,94,,Erryn,1
Jakob,1,,Erumiseh,1
Jakub,39,,Eryn,21
Jamall,1,,Eryn-Louise,1
James,434,,Erynn,1
James-John,1,,Esha,2
James-Paul,1,,Eshaal,2
Jamey,1,,Eshal,4
Jamie,329,,Esmae,1
Jamie-Junior,1,,Esme,31
Jamie-Scott,1,,Esmee,9
Jamieson,3,,Esohe,1
Jamiey,1,,Esosa,1
Jamin,1,,Esperanza,1
Jan,16,,Estella,1
Janek,1,,Ester,1
Janiece,1,,Estera,1
Jann,1,,Esther,10
Jannes,1,,Etta,1
Jared,4,,Eubha,1
Jarlath,1,,Eunice,1
Jarron,1,,Euphemia,1
Jarvie,1,,Eva,218
Jarvis,1,,Eva-Grace,2
Jase,2,,Eva-Jo,1
Jashandeep,1,,Eva-Rose,1
Jaskeerat,1,,Evah,2
Jason,53,,Evana,1
Jasper,13,,Evangeline,6
Jasper-John,1,,Evanna,1
Javed,1,,Eve,104
Javier,2,,Evelyn,14
Jawaad,1,,Everleigh,1
Jax,2,,Everly,1
Jaxon,19,,Evi,1
Jaxson,10,,Evie,171
Jaxxon,1,,Evija,1
Jay,138,,Evilyn,1
Jay-Dominic,1,,Evir,1
Jay-J,1,,Evy,1
Jay-Jay,1,,Ewa,5
Jay-Lee,1,,Ezmae,1
Jay-P,1,,Ezme,1
Jay-Peter,1,,Fabia,2
Jay-Scott,1,,Fae,1
Jayan,1,,Faie,1
Jayanthsayee,1,,Faith,58
Jayasekera,1,,Faiza,1
Jayce,2,,Faizah,1
Jaydan,4,,Fajar,1
Jayden,192,,Falak,1
Jayden-James,2,,Falhin,1
Jayden-Mckenzie,1,,Falisha,1
Jayden-Oliver,1,,Fallon,9
Jayden-Paul,1,,Falyn,1
Jayden-Sean,1,,Fara,1
Jaydn,3,,Farah,2
Jaydon,7,,Farayiolaoluwa,1
Jaydyn,1,,Fareeha,1
Jaye,1,,Fareha,1
Jayk,1,,Farha,1
Jayme,2,,Farhiyo,1
Jaymes,1,,Faria,1
Jaymie,1,,Faridah,1
Jaysen,2,,Farrah,12
Jayson,4,,Faryal,2
Jayvn,1,,Faryl,2
Jayy,1,,Faryll,1
Jean,1,,Fatema,1
Jeb,1,,Fatemah,1
Jeck,1,,Fathia,1
Jed,1,,Fathima,2
Jeden,1,,Fatiha,1
Jedison,1,,Fatima,18
Jedrzej,1,,Fatimah,4
Jeevun,1,,Fatma,3
Jefferson,1,,Favour,1
Jeidan,1,,Fawne,1
Jem,1,,Fay,3
Jensen,6,,Faye,14
Jenson,11,,Faye-Louise,1
Jeran,1,,Fayth-Louise,1
Jeremiah,1,,Faythe,2
Jeremiasz,1,,Fearne,5
Jeremy,1,,Febiya,1
Jesse,2,,Feinuo,1
Ji,1,,Felicia,2
Jia,3,,Felicity,9
Jianle,1,,Felicity-Cecily,1
Jianxuan,1,,Fenja,1
Jidechukwu,1,,Fern,16
Jie,1,,Ferne,1
Jimmy,6,,Ferryn,1
Jin,1,,Ffion,4
Jiri,1,,Fia,3
Jiwan,1,,Fianna,1
Jiya,1,,Filia,1
Jo,1,,Fina,1
Joachim,1,,Finn,1
Joahnny,1,,Fiona,16
Joao,1,,Fione,1
Joash,1,,Fiza,2
Joe,53,,Fizah,1
Joe-Alexander,1,,Fleur,1
Joel,32,,Flora,12
Joey,7,,Florence,17
Johan,2,,Florentina,1
Johannes,2,,Floria,1
John,144,,Floriana,1
John-Jaydyn,1,,Florrie,1
John-Paul,3,,Frances,4
John-Robert,2,,Francesca,17
John-William,1,,Franki,1
Johnalexander,1,,Frankie,4
Johnathan,1,,Fraya,5
Johnathon,1,,Frea,1
Johnboy,1,,Freija,1
Johnjames,1,,Freja,2
Johnnie,2,,Freya,210
Johnny,9,,Freyah,1
Johno,1,,Freyja,5
Johnston,1,,Frida,2
Johnwilliam,1,,Ga,1
Jolyon,1,,Gabi,1
Jon,2,,Gabia,1
Jon-Jo,1,,Gabija,2
Jon-Paul,1,,Gabriela,14
Jonah,9,,Gabriele,1
Jonaide,1,,Gabriella,22
Jonas,1,,Gabriella-Frances,1
Jonasz,2,,Gabrielle,19
Jonathan,31,,Gala,1
Jonathin,1,,Garance,1
Jonathon,3,,Gayle,1
Jonnie,1,,Geena,1
Jonnie-Scott,1,,Gemma,31
Jonny,2,,Genan,1
Jonpaul,1,,Genevieve,2
Jonty,1,,Georga,1
Jordan,40,,Georgette,1
Jordan-James,1,,Georgi,1
Jorden,1,,Georgia,85
Jordi,1,,Georgia-May,1
Jordie,1,,Georgia-Skye,1
Jordin,1,,Georgiana,1
Jordon,3,,Georgie,15
Jordy,1,,Georgina,15
Jose,1,,Gessica,1
Josef,2,,Ghorgie,1
Joseph,150,,Gia,1
Josh,138,,Gianna,1
Josh-James,1,,Gift,4
Joshandeep,1,,Gillian,4
Joshua,214,,Gina,1
Joshua-Jack,1,,Ginny,1
Joshua-James,1,,Giovana,1
Josie,1,,Giulia,1
Joss,2,,Giulietta,1
Jotham,1,,Giuliette,1
Jovan,1,,Gizem,1
Jowaine,1,,Gjanina,1
Jozef,2,,Gladys,1
Juan,1,,Gloria,1
Judah,1,,Grace,232
Jude,64,,Grace-Isabella,1
Julian,4,,Gracey,1
Jun,2,,Graci,1
Junaid,1,,Graci-Mae,1
Junayd,1,,Gracie,48
Junior,26,,Gracie-Mae,1
Junxi,1,,Grayce,1
Justin,18,,Grazia,1
Justin-Lee,1,,Grazielli,1
Justis,1,,Greer,1
Kaan,2,,Gresa,1
Kabir,4,,Greta,1
Kacper,19,,Gretchen,1
Kadan,1,,Grier,1
Kade,4,,Guan,1
Kaden,17,,Gurleen,1
Kadin,1,,Gursimran,1
Kadir,1,,Gwen,3
Kadyn-Rhys,1,,Gwyneth,1
Kael,2,,Ha-Yim,1
Kaelan,3,,Haajar,1
Kaelem,1,,Haania,1
Kaelen,1,,Habibah,1
Kaelyn,1,,Habon,1
Kah,1,,Hadia,1
Kahlin,1,,Hadija,1
Kai,198,,Hadiqah,1
Kai-Morgan,1,,Hadiya,1
Kaian,1,,Hadiyah,1
Kaidan,4,,Hafsah,2
Kaide,1,,Haidyn,1
Kaiden,67,,Hailee,1
Kaiden-Scott,1,,Hailey,10
Kaidon,1,,Hailie,7
Kaidyn,5,,Hailie-Jade,1
Kaii,1,,Hajra,2
Kaileb,1,,Hajrah,1
Kailen,1,,Hala,1
Kailin,1,,Haleema,4
Kain,3,,Haley,2
Kaino,1,,Hali,2
Kaio,1,,Halima,2
Kairen,1,,Halle,16
Kairoh,1,,Halle-Rose,1
Kairon,1,,Halleli,1
Kaivan,1,,Halley,2
Kaiwei,1,,Halli,1
Kaiyue,1,,Hallie,9
Kaizer,1,,Halszka,1
Kal,4,,Haly,1
Kalan,1,,Hamnah,1
Kaleb,21,,Hana,7
Kaleem,1,,Hana-Maryam,1
Kalen,1,,Hanaan,1
Kaleyll,1,,Haneen,2
Kalian,1,,Hanen,1
Kalib,1,,Hania,4
Kallan,4,,Haniya,3
Kalle,1,,Haniyaah,1
Kallen,2,,Haniyah,1
Kallum,1,,Hanna,25
Kalvin,9,,Hannah,229
Kalvyn,2,,Hannah-Lei,1
Kam,1,,Hannah-Rosalie,1
Kameran,1,,Hannan,1
Kamil,5,,Hanyue,1
Kamili,1,,Hareem,1
Kamran,3,,Harleen,3
Kamrayn,1,,Harleigh,5
Kamron,3,,Harley,10
Kamsiyochukwu,1,,Harli,2
Kan,1,,Harlie,2
Kane,12,,Harlii,1
Kang,1,,Harlow,3
Kankanamge,1,,Harly,1
Kanyin,1,,Harmony,6
Kar,1,,Harpreet,1
Karam,2,,Harri,1
Karambir,1,,Harriet,13
Karamo,1,,Haruki,1
Karanjeet,1,,Harum,1
Karl,1,,Harveer,1
Karol,4,,Hasibah,1
Karolis,1,,Hattie,1
Karoly,1,,Havanna,1
Karsen,1,,Havin,1
Karson,1,,Hayden,16
Karsson,1,,Hayka,1
Karsyn,1,,Hayleigh,5
Karter,1,,Hayleigh-Jai,1
Karthik,1,,Hayley,36
Kas,1,,Hayley-James,1
Kash,1,,Hayley-Jane,1
Kasim,1,,Hayleyjade,1
Kasper,1,,Haylie,4
Kavin,2,,Hazel,17
Kaya,1,,Heaba,1
Kayden,92,,Heather,36
Kaydhen,1,,Heather-Rose,1
Kaydin,2,,Hebe,1
Kaydn,1,,Heidi,46
Kaydon,1,,Heidy,1
Kaylan,2,,Hejan,1
Kayleb,3,,Helaina,1
Kaylen,1,,Heleema,1
Kayler,1,,Helem,1
Kaylib,1,,Helen,6
Kaylob,1,,Helena,12
Kayra,1,,Heloise,1
Kaysan,1,,Helya,1
Kayson,1,,Henna,1
Keagan,2,,Hermione,1
Keaghan,2,,Hetty,1
Keanan,1,,Hibah,1
Keane,3,,Hibba,1
Keanen,1,,Hibbah,1
Keanu,2,,Hiedi,1
Keating,1,,Hikmah,1
Keaton,2,,Hilarie,1
Keegan,15,,Hilda,1
Keelan,3,,Himani,1
Keelen,1,,Himanshi,1
Keelyn,1,,Hira,1
Keenan,2,,Hirah,1
Keeran,1,,Holli,3
Kegan,3,,Hollie,81
Kei,1,,Holly,209
Keigan,2,,Holly-Louise,1
Keighan,1,,Hollyann,1
Keio,1,,Honey,5
Keion,1,,Honey-Louise,1
Keir,26,,Honor,12
Keiran,21,,Honore,1
Keiran-Neely,1,,Hooria,1
Keiren,2,,Hope,29
Keiron,2,,Hosannah,1
Kelan,2,,Howraa,1
Kelden,1,,Hrithika,1
Kell,2,,Huda,2
Kellan,2,,Hummna,1
Kellen,3,,Husna,1
Kelly,1,,Ianna,1
Kelton,1,,Ibby,1
Kelvin,10,,Ida,1
Kemal,1,,Idara,1
Kenan,1,,Iesha,3
Kendo,1,,Iga,2
Kendrix,1,,Iggy,1
Kenley,4,,Ijeoma,1
Kennedy,1,,Ilaria,2
Kenneth,9,,Ilayda,3
Kenny,1,,Ilham,1
Kennzie,1,,Ilianna,1
Kensei,1,,Illenna,1
Kenzi,5,,Ilyse,1
Kenzie,68,,Imaan,5
Kenzie-Jay,1,,Iman,4
Kenzie-Jo,1,,Imani,2
Kenzie-William,1,,Imogen,65
Keon,1,,Imogene,1
Kereb,1,,Inaaya,5
Kerem,2,,Inaya,2
Kerr,28,,Inayah,3
Kerrin,1,,Indee,1
Kerwin,1,,Indi,1
Keryn,1,,India,16
Keshav,1,,Indiana,3
Kester,1,,Indianna,2
Kevin,29,,Indie,6
Kevins,2,,Indigo,1
Kevir,1,,Indiya,1
Keyaan,2,,Indy,3
Keyan,1,,Indya,1
Khabat,1,,Inez,1
Khai,2,,Ingebjorg,1
Khaiden,1,,Ingrid,3
Khaidyn,1,,Innes,1
Khairin,1,,Innogen,1
Khalil,1,,Io,1
Khayden,1,,Iona,86
Khaydian,1,,Iqra,1
Khian,1,,Iranda,1
Khodyn,1,,Irina,1
Khol,1,,Iris,14
Khris,1,,Irys,1
Khrithick,1,,Isa,1
Khurram,1,,Isabel,16
Khye,1,,Isabella,112
Kiain,1,,Isabella-Rose,2
Kialan,1,,Isabelle,28
Kian,74,,Isadora,1
Kiayn,1,,Isha,1
Kiean,1,,Ishbel,2
Kiedis,1,,Ishmeet,1
Kiefer,1,,Isidora,1
Kiegan,2,,Isla,409
Kien,1,,Isla-Grace,1
Kier,4,,Isla-Rose,3
Kieran,99,,Islah,1
Kieren,2,,Islay,8
Kierin,1,,Isobel,24
Kiern,1,,Isobella,1
Kieron,19,,Isolde,2
Kierrin,1,,Isra,2
Killian,2,,Issa,1
Kilner,1,,Iva,1
Kim,1,,Ivana,1
Kimathi,1,,Ivie,2
Kin,1,,Ivy,7
Kingsley,4,,Iyanuoluwa,1
Kingston,1,,Iyla,1
Kinnan,1,,Iylah,1
Kinnon,1,,Izabela,1
Kirac,1,,Izabella,3
Kiran,4,,Izotena,1
Kirk,1,,Izza,1
Kishan,1,,Izzah,1
Kit,2,,Izzie,1
Klajus,1,,Izzy,4
Klay,2,,Jacqueline,2
Knowledge,1,,Jada,1
Koban,1,,Jade,18
Kobe,3,,Jade-Louise,1
Kobi,5,,Jadealeigh,1
Kobie,1,,Jae-Leigh,1
Kobus,1,,Jaeda,1
Koby,3,,Jagoda,3
Koby-Joe,1,,Jaiden,1
Kobyn,1,,Jaidyn,2
Kodey,1,,Jaimary,1
Kodi,4,,Jaime,4
Kodie,1,,Jaime-Lee,2
Kody,9,,Jaime-Leigh,1
Koen,4,,Jaimee,4
Kohdyn,1,,Jaimee-Lea,1
Kohen,1,,Jaimee-Lee,1
Kohl,2,,Jaimie,3
Kole,5,,Jamay,1
Kolvin,1,,Jamey,1
Kona,1,,Jami-Leigh,1
Konan,1,,Jamie,7
Konlay,1,,Jamie-Lea,1
Konnan,1,,Jamie-Lee,6
Konnor,2,,Jamie-Leigh,6
Konrad,4,,Jamiee,1
Koray,2,,Jamieleigh,2
Korben,1,,Jamila,1
Korbin,1,,Jamima,1
Korbyn,1,,Jana,6
Kordell,1,,Janat,1
Korey,6,,Jane,9
Kori,2,,Janelle,1
Kornel,2,,Janely,1
Kory,2,,Janette,1
Kory-Leigh,1,,Janey,2
Kosha,1,,Janine,1
Kris,8,,Janiyah,1
Krish,2,,Jannat,2
Kristian,4,,Janvi,1
Kristians,1,,Jarifa,1
Kristofer,4,,Jasmeet,1
Kristofer-James,1,,Jasmin,5
Kristopher,5,,Jasmina,1
Kruz,1,,Jasmine,39
Kruze,1,,Jasmyn,1
Krystian,3,,Javayria,1
Krzysztof,2,,Javeria,1
Ksawery,3,,Jay-Leigh,1
Kuba,2,,Jaya,5
Kunal,1,,Jayda,1
Kurt,1,,Jayde,2
Kurtis,2,,Jayden,1
Kushal,1,,Jayden-Lee,1
Kuzey,1,,Jaylee,1
Kyan,2,,Jayme,2
Kyden,1,,Jaymee-Leigh,1
Kye,4,,Jaymee-Lynn,1
Kyeron,2,,Jaymi,1
Kylan,1,,Jaymie-Ann,1
Kyle,285,,Jayna,1
Kyler,2,,Jayoung,1
Kymani,1,,Jazmin,1
Kyran,7,,Jazmine,3
Kyren,2,,Jazmyn,1
Kyrin,1,,Jazz,1
Kyro,1,,Jeannie,2
Kyron,4,,Jemima,3
Kyron-Shogun,1,,Jemimah,1
Lachlan,43,,Jemma,11
Laeton,1,,Jena,2
Laggan,1,,Jenica,1
Lailand,1,,Jenifer,1
Laird,1,,Jenna,43
Laith,2,,Jenni,1
Laiton,3,,Jennie,3
Lakshman,1,,Jennifer,42
Lally,1,,Jennifer-Jane,1
Lance,2,,Jenny,9
Landon,1,,Jeromi,1
Lannon,1,,Jersey,1
Lansu,1,,Jeshurun,1
Lars,1,,Jess,4
Lauchlan,17,,Jessa,1
Lauden,1,,Jesse,1
Laughlan,1,,Jesse-Leigh,1
Laughlin,1,,Jesseca,1
Laurence,6,,Jessica,310
Laurie,2,,Jessica-Ann,1
Laurin,1,,Jessicah,1
Lawrence,1,,Jessie,8
Lawrie,8,,Jessika,3
Lawson,1,,Jia,4
Layne,1,,Jiaruo,1
Layson,1,,Jiayan,1
Laytn,1,,Jing,1
Layton,19,,Jiya,1
Lazar,1,,Jo,4
Lazarus,1,,Jo-Leigh,1
Lee,58,,Joan,2
Leeland,1,,Joanna,13
