"Table 4 - Full list of first forenames given, Scotland, 2010",,,,
,,,,
Boys names,Number of babies,,Girls names,Number of babies
Soren,1,,Marta,1
Sorley,2,,Martha,42
Soul,1,,Martina,2
Spence,1,,Martyna,12
Spencer,4,,Marwa,2
Spike,3,,Marwah,1
Sri,1,,Mary,20
Sribatsa,1,,Mary-Jane,1
Srinivas,1,,Mary-Jayne,1
Stafford,1,,Mary-Louise,1
Stanislaw,5,,Maryam,16
Stanley,8,,Marykate,1
Starley,1,,Marylou,1
Stefan,1,,Marysa,1
Steffan,1,,Maryum,1
Steffano,1,,Mathilda,1
Stephen,30,,Mathilde,1
Steven,55,,Matilda,34
Steven-Jnr,1,,Matylda,5
Stevie,2,,Maura,1
Stewart,14,,Max,1
Stewart-Allan,1,,Maxi,1
Stirling,1,,Maxine,3
Stoyan,1,,May,6
Struan,54,,Maya,82
Stuart,37,,Maya-Georgia,1
Subhan,1,,Mayah,2
Suhayb,1,,Mayla,1
Sukh,1,,Maylin,1
Sukrit,1,,Maymona,1
Sulaiman,2,,Maymuna,1
Suleman,1,,Mayowa,1
Sutherland,1,,Maysie,1
Sweyn,1,,Mayura,1
Syed,8,,Mayzie,1
Sylvan,2,,Mayzie-Leigh,1
Szymon,14,,Mazey-Crew,1
T,3,,Mazie,2
T-Jay,1,,Mckaela,1
Tadeas,1,,Mckayla,1
Tadiwanashe,1,,Mckenzie,5
Taevon,1,,Mckenzy,1
Taha,4,,Mda,1
Tai,2,,Meadow,4
Tailer-Jay,1,,Meaghan,2
Tain,1,,Meah,1
Taine,1,,Meah-Jane,1
Taio,2,,Meaha,1
Tait,1,,Meave,1
Tajpreet,1,,Meena,1
Talha,2,,Meenakshi,1
Tamaradeinyefa,1,,Meera,4
Tamaro,1,,Meerab,1
Tameem,1,,Megan,186
Tanay,1,,Megan-Leigh,1
Tanish,1,,Megane,1
Tanmay,1,,Meggan,1
Tanzeer,1,,Meghal,1
Taonanyasha,1,,Meghan,13
Taranvir,1,,Meghann,1
Tarig,1,,Mehak,1
Tariq,1,,Mehakdeep,1
Tark,1,,Mehar,1
Tarlach,1,,Mehek,2
Tate,2,,Mehik,1
Tawana-Nyasha,1,,Mehreen,1
Tawanda,1,,Meia,1
Tawfeequr,1,,Meika,1
Tawsif,1,,Meira,1
Tay,2,,Meisha,3
Taygen,1,,Meishan,1
Tayim,1,,Mekayla,1
Taylon,1,,Mekia,1
Taylor,66,,Melanie,6
Taylor-Jon,1,,Melanija,1
Teagan,1,,Melek,1
Ted,2,,Melinda,1
Teddy,1,,Melis,1
Teejay,5,,Melisa,2
Teenaidy,1,,Melissa,51
Tejas,1,,Melissa-Grace,1
Tejay,1,,Mella,1
Tejus,1,,Mellieha,1
Temidayo,1,,Melodie,3
Teo,1,,Melody,2
Teodor,1,,Melosa,1
Terence,2,,Memphis,1
Terna,1,,Menaal,1
Terry,1,,Menahil,1
Tessleem,1,,Meng,1
Tevish,1,,Meng-Yao,1
Texas,1,,Menna,2
Thai,1,,Mercadi,1
Thanda,1,,Mercedes,10
Thaneesh,1,,Meredith,4
Thayne,1,,Meridith,1
Theo,45,,Meriem,1
Theodore,5,,Merin,1
Thiago,2,,Merisa,1
Thom,3,,Merissa,1
Thomas,241,,Merit,1
Thomas-James,3,,Merryn,2
Thomas-John,1,,Meryam,1
Thor,1,,Meryl,1
Thorfinn,2,,Meryn,1
Tian,3,,Mhairi,12
Tibor,1,,Mhairi-Ella,1
Tidiane,1,,Mhari,1
Ties,1,,Mhirren,1
Tiger,1,,Mhyrnn,1
Timothe,1,,Mhyrren,1
Timothee,1,,Mia,213
Timothy,3,,Mia-Lena,1
Tin,1,,Miah,9
Tinashe,1,,Mialou,1
Ting,1,,Miami,1
Tito,1,,Micayla,1
Tivon,1,,Michaela,11
Tiylor,1,,Michaella,1
Tj,1,,Michaiah,1
Tobechukwu,1,,Michelle,15
Tobias,4,,Mignon,1
Tobiasz,1,,Mihika,1
Toby,20,,Miia,2
Tod,1,,Mija,1
Todd,1,,Mikaella,1
Tom,27,,Mikayla,5
Toma,1,,Miko,1
Tomas,5,,Mila,13
Tomass,2,,Milagros,1
Tomasz,5,,Milan,1
Tommi,1,,Milana,1
Tommy,12,,Milanpreet,1
Tomos,1,,Mileigh,2
Tony,5,,Milena,5
Toren,1,,Miley,36
Torin,6,,Mili,1
Torran,1,,Milla,2
Torren,2,,Miller,1
Torridon,1,,Milli,3
Torrin,2,,Millie,187
Torrun,1,,Millie-Ann,1
Tory,1,,Millie-Jo,1
Toryn,1,,Millie-Rose,3
Towson,1,,Millimai,1
Travi,1,,Milly,30
Travis,18,,Mimi,1
Travis-Clayton,1,,Mina,4
Trent,1,,Minahal,1
Trevor,1,,Minako,1
Tristan,15,,Minke,1
Tristen,1,,Minna,1
Tristyn,1,,Minnie,2
Troy,6,,Mira,3
Tumininu,1,,Miranda,4
Tunay,1,,Miren,1
Turay,1,,Miriam,5
Ty,4,,Mirin,7
Tye,1,,Mirran,1
Tyem,1,,Mirren,39
Tyler,164,,Mirrin,8
Tyler-Jack,1,,Mirrum,1
Tyler-Jay,3,,Mirryn,6
Tyler-Ross,1,,Miryn,1
Tylor,2,,Misan-Mirah,1
Tymek,1,,Mischa,4
Tymon,5,,Mishal,1
Tymoteusz,5,,Mishkat,1
Tyreece,3,,Missie,1
Tyrese,3,,Missy,1
Tyron,1,,Misty,1
Tyrone,3,,Miya,10
Ubaidullah,1,,Miyah,2
Uchenna,1,,Mollie,38
Ugochukwu,1,,Mollie-Jean,1
Uilleam,2,,Mollie-Rose,2
Umaima,1,,Molly,112
Umair,2,,Molly-Anne,1
Umar,2,,Molly-Rose,1
Umer,2,,Momina,1
Uriel,1,,Monica,7
Urijah,1,,Monika,3
Usef,1,,Monique,1
Usher,1,,Montana,1
Usman,3,,Moona,1
Uvie,1,,Moono,1
Uzair,1,,Morag,2
Vaclav,1,,Morann,1
Vaden,1,,Morgan,59
Vahit,1,,Morgann,1
Vakaris,2,,Morgyn,1
Valdemars,1,,Morla,1
Valentin,1,,Morven,16
Vanya,1,,Morvin,1
Vatandavara,1,,Motunrayo,1
Vaughn,2,,Mouna,1
Veer,1,,Moya,1
Vegas,1,,Moyrin,1
Venkata,1,,Mridula,1
Vere,1,,Muireann,1
Vicente,1,,Muirin,1
Victor,10,,Mulaye,1
Vidal,1,,Mulaykah,1
Viggo,2,,Mumama,1
Vihaan,1,,Muneebah,2
Viktor,1,,Munira,1
Vince,1,,Munirah,1
Vincent,17,,Murran,1
Vincenzo,1,,Murreann,1
Vinnie,7,,Murren,9
Vinny,1,,Murrin,4
Viraj,2,,Murron,18
Visanda,1,,Murryn,1
Vishal,1,,Murva,1
Vittorio,1,,Musammath,1
Vojtech,2,,Muskaan,1
Volkan,1,,Mwitwa,1
Vuk,1,,Mya,96
Wade,1,,Mya-Jade,1
Wai-Kit,1,,Myah,6
Waleed,1,,Mychaella,1
Wali,1,,Myfanwy,1
Walker,1,,Myia,1
Wallace,1,,Myla,8
Wanya,1,,Mylah,1
Warren,9,,Mylee,4
Warrick,1,,Myleigh,1
Wasee,1,,Myleigh-Brooke,1
Wayne,2,,Myley,2
Wei,1,,Mylie,7
Wen,3,,Mylie-Jay,1
Werner,1,,Myrrin,1
Weston,1,,Mysha,1
Wiktor,10,,Naba,1
Wil,1,,Nabeeha,2
Wilbur,3,,Nabiha,1
Wilder,1,,Nada,1
Wilf,1,,Nadia,22
Wilfred,1,,Nadine,3
Will,7,,Nadiya,1
Willam,1,,Nadya,1
William,201,,Nadzieja,2
Willie,1,,Nafeesah,1
Wilson,5,,Nafiseh,1
Wincenty,1,,Nahdean,1
Winston,2,,Nahla,3
Wojciech,7,,Naia,1
Wojtek,1,,Naila,1
Woodrow,1,,Naima,1
Woodward,1,,Naiomi,2
Woody,3,,Naisha,1
Wu,1,,Naiya,1
Wyatt,2,,Naiyah,1
Xack,1,,Najmah,1
Xaiver,1,,Naksatra,1
Xander,21,,Nala,1
Xane,1,,Naledi,1
Xavier,9,,Nancie,1
Xavier-Ian,1,,Nancy,6
Xavier-Troy,1,,Nandi,1
Xiang,1,,Naoise,1
Yacub,1,,Naomi,59
Yadin,1,,Nara,1
Yafi,1,,Narmeen,1
Yahia,2,,Nashe,1
Yahya,2,,Nashrah,1
Yamin,1,,Nasyamah,1
Yan,2,,Natalia,28
Yanhong,1,,Natalie,24
Yanis,1,,Natalya,3
Yann,1,,Natasha,37
Yannai,1,,Natasza,4
Yannic,1,,Nathifa,1
Yanzheng,1,,Natisha,1
Yaroslav,1,,Navana,1
Yaseen,1,,Navarrie,1
Yasin,1,,Nawal,1
Yasseen,1,,Nayoun,1
Yasser,1,,Nayra,1
Yav,1,,Nealla,1
Yazan,3,,Neasa,1
Yersultan,1,,Neave,12
Yi,3,,Neea,1
Yichen,1,,Neha,2
Yiqi,1,,Neisha,1
Yixuan,1,,Neith,1
Yoan,1,,Neive,15
Yosef,1,,Nel,1
Yosif,1,,Nela,3
Yousef,6,,Nelima,1
Yousief,1,,Nell,5
Yousif,2,,Nelly,1
Yousuf,1,,Nen,1
Yu,3,,Neoma,1
Yuan,2,,Nereya,1
Yue,1,,Neriadh,1
Yuk-Chi,1,,Nerissa,1
Yuri,2,,Nerys,1
Yusef,1,,Nesta,2
Yusuf,5,,Nethra,1
Yuvraj,3,,Neva,1
Zac,59,,Nevada,1
Zac-James,1,,Nevaeh,7
Zach,39,,Neve,65
Zachariah,2,,Nevena,1
Zachary,41,,Neviah,1
Zack,47,,Ngaire,1
Zackaria,1,,Ngozichukwu,1
Zackary,2,,Nia,5
Zackery,1,,Niah,1
Zaid,1,,Niamh,179
Zain,8,,Niami,1
Zainedine,1,,Nica,1
Zak,60,,Nichole,1
Zakaria,3,,Nickhi,1
Zakariya,5,,Nico,1
Zakariyya,1,,Nicol,2
Zakhele,1,,Nicola,19
Zakk,2,,Nicole,84
Zal,1,,Nicolle,1
Zander,19,,Nidine,1
Zane,13,,Nieve,52
Zarar,1,,Nihaana,1
Zayan,2,,Nikaela,1
Zayd,1,,Nikayla,1
Zaydan,1,,Niki,1
Zayden,1,,Nikita,5
Zayn,3,,Nikitha,1
Zecoy,1,,Nikkayla,1
Zed,1,,Nikki,3
Zeeshan,1,,Nikkita,3
Zen,1,,Nikkitta,1
Zenon,1,,Nikol,1
Zeshan,1,,Nikola,8
Zhang-Francois,1,,Nikolette,1
Zhi,1,,Nila,1
Zhoucan,1,,Nilla,1
Zi,1,,Nilsu,1
Zidan,1,,Nimitta,1
Zidane,1,,Nimra,1
Ziggy,1,,Nimrode,1
Zilong,1,,Nina,34
Zinedine,1,,Niommi,1
Zion,1,,Niree,1
Ziyad,2,,Nishka,1
Ziyu,1,,Nisrine,1
Zohaib,1,,Nmesomachukwu,1
Zygmunt,1,,Noa,3
,,,Nola,1
,,,Nonofo,1
,,,Noor,9
,,,Noor-Fatimah,1
,,,Noorfatima,1
,,,Noorfatimah,1
,,,Nooriyah,1
,,,Nora,2
,,,Norah,4
,,,Noran,1
,,,Noreen,1
,,,Nosa,1
,,,Nourh,1
,,,Nourhan,1
,,,Ntina,1
,,,Nuala,7
,,,Nuala-May,1
,,,Nuha,1
,,,Numa,1
,,,Numra,1
,,,Nur,6
,,,Nuria,1
,,,Nuriya,1
,,,Nurul,1
,,,Nyah,1
,,,Nyia,1
,,,Nyla,2
,,,Nynke,1
,,,Nyomi,2
,,,Obafifehanmi,1
,,,Obianuju,1
,,,Ocean,4
,,,Oghenemaro,1
,,,Oksana,1
,,,Ola,5
,,,Olaedo,1
,,,Olayemi,1
,,,Olimpia,1
,,,Olina,2
,,,Olive,7
,,,Olivia,481
,,,Olivia-Marie,1
,,,Olivia-Rose,1
,,,Oliviah,2
,,,Oliwia,21
,,,Oluwabukayomi,1
,,,Oluwabukunmi,1
,,,Oluwadamilola,1
,,,Oluwadara,1
,,,Oluwaferanmi,1
,,,Oluwafiyikunwa,1
,,,Oluwafolakunmi,1
,,,Oluwafunmilayo,1
,,,Oluwanifemi,1
,,,Oluwanikemi,1
,,,Oluwaseyifunmi,1
,,,Oluwashindara,1
,,,Oluwateniola,2
,,,Oluwatimilehin,2
,,,Oluwatobi,1
,,,Olyvia,2
,,,Oma,1
,,,Omay,1
,,,Omokoni,1
,,,Onaigh,1
,,,Onyechigoziri,1
,,,Onyedikachukwu,1
,,,Onyx,1
,,,Oona,1
,,,Oonagh,2
,,,Ophelia,1
,,,Oran,2
,,,Oreoluwa,1
,,,Orhla,1
,,,Orianna,1
,,,Orin,1
,,,Orla,96
,,,Orlagh,13
,,,Orlaidh,1
,,,Orlaigh,2
,,,Orlaith,22
,,,Orlanne,1
,,,Orli,1
,,,Ornah,1
,,,Ornela,1
,,,Ortensia,1
,,,Osarumwense,1
,,,Oshala,1
,,,Oshyn,1
,,,Osla,1
,,,Ostara,1
,,,Oumou,1
,,,Oyindamola,1
,,,Ozioma,1
,,,Padma,1
,,,Page,1
,,,Paige,89
,,,Paighton,1
,,,Paisley,2
,,,Paiton,4
,,,Paityn,3
,,,Paje,1
,,,Pandra,1
,,,Pangal,1
,,,Pania,1
,,,Pari,1
,,,Paris,5
,,,Parkirti,1
,,,Parnaz,1
,,,Patience,1
,,,Paton,1
,,,Patricia,6
,,,Patrycja,5
,,,Paula,6
,,,Paulie,1
,,,Paulina,3
,,,Payge,1
,,,Payta,1
,,,Payton,28
,,,Paz-Gracia,1
,,,Peaches,1
,,,Pearl,1
,,,Peggy,1
,,,Peighton,1
,,,Peigi,1
,,,Penelope,4
,,,Penny,14
,,,Penny-Sue,1
,,,Perseise,1
,,,Petra,3
,,,Peyton,31
,,,Peyton-Marie,1
,,,Peyton-Rose,1
,,,Phebe,1
,,,Philippa,3
,,,Phoebe,53
,,,Phoenix,3
,,,Phoenixx,1
,,,Piper,3
,,,Pippa,4
,,,Pixie,3
,,,Pola,4
,,,Polly,3
,,,Polly-Jane,1
,,,Poppie,3
,,,Poppy,116
,,,Prabhjot,1
,,,Prabhleen,1
,,,Praise,1
,,,Prapti,1
,,,Pratiksha,1
,,,Precieuse,1
,,,Precious,3
,,,Preet,1
,,,Preeti,1
,,,Presley,1
,,,Pretty,2
,,,Princess,5
,,,Princess-Skye,1
,,,Princess-Tamia,1
,,,Priscilla,1
,,,Prisha,1
,,,Priya,6
,,,Prue,1
,,,Puteri,1
,,,Pyper,2
,,,Qatr-Alnada,1
,,,Qianhui,1
,,,Qin,1
,,,Quin,1
,,,Quinn,6
,,,Raaheemah,1
,,,Rabeeah,1
,,,Rabia,1
,,,Rabiah,1
,,,Rachael,28
,,,Rachel,101
,,,Rachele,1
,,,Rae,1
,,,Rae-Anne,1
,,,Raegan,5
,,,Raewyn,1
,,,Raghad,1
,,,Raghed,1
,,,Ragid,1
,,,Rahaf,2
,,,Rahima,1
,,,Rahma,3
,,,Raia,1
,,,Raine,1
,,,Raisa,1
,,,Raja,1
,,,Raji,1
,,,Rajveer,1
,,,Rama,1
,,,Rameesha,1
,,,Rana,3
,,,Rand,1
,,,Raneem,1
,,,Rania,1
,,,Raniaa,1
,,,Rashida,1
,,,Rawan,1
,,,Ray,1
,,,Raya,1
,,,Rayaan,1
,,,Rayah,1
,,,Rayan,2
,,,Rayisha,1
,,,Raymah,1
,,,Rayna,1
,,,Rayyana,1
,,,Rea,1
,,,Reagan,2
,,,Reahnon,1
,,,Rebbecca,1
,,,Rebeca,2
,,,Rebecca,148
,,,Rebecca-Jane,1
,,,Rebecca-Rose,1
,,,Rebeka,3
,,,Rebekah,7
,,,Rebekka,2
,,,Rebekkah,1
,,,Reeanna,1
,,,Reegan,1
,,,Reeghan,1
,,,Reem,3
,,,Reema,2
,,,Reese,3
,,,Reet,2
,,,Reeta,1
,,,Refka,1
,,,Regan,3
,,,Regen,1
,,,Regina,1
,,,Reham,1
,,,Rehanna,1
,,,Reina,1
,,,Remi,2
,,,Remy,1
,,,Remy-Leigh,1
,,,Rena,1
,,,Renad,2
,,,Rene,1
,,,Renee,3
,,,Reni,1
,,,Renn,1
,,,Retaj,1
,,,Retal,1
,,,Reya,1
,,,Reyhan,1
,,,Reyna,1
,,,Rhayna,1
,,,Rhea,14
,,,Rheagan,2
,,,Rheana,1
,,,Rheegan,1
,,,Rhegan,1
,,,Rheia,1
,,,Rhema,1
,,,Rheona,1
,,,Rhia,5
,,,Rhian,7
,,,Rhianna,6
,,,Rhiannan,2
,,,Rhianne,2
,,,Rhiannon,9
,,,Rhona,13
,,,Ria,13
,,,Riaa,1
,,,Riahan,1
,,,Rianna,2
,,,Riannon,1
,,,Riaraj,1
,,,Rida,1
,,,Ridah,1
,,,Riehana,1
,,,Riem,1
,,,Rihann,1
,,,Rihanna,7
,,,Rija,1
,,,Rikiayla,1
,,,Riko,1
,,,Rilay,1
,,,Rileigh,1
,,,Riley,14
,,,Rinta,1
,,,Rio,1
,,,Riona,2
,,,Risha,1
,,,Risham,1
,,,Rita,4
,,,Ritaj,1
,,,Ritika,1
,,,Ritisha,1
,,,Rittal,1
,,,Riva,1
,,,River,1
,,,Riya,6
,,,Roa,1
,,,Roan,1
,,,Roban,1
,,,Roberta,1
,,,Robin,5
,,,Robina,1
,,,Robyn,66
,,,Robynn,1
,,,Rocha,1
,,,Rochmay,1
,,,Rohaise,1
,,,Rohin,1
,,,Roisin,7
,,,Roksana,4
,,,Roma,5
,,,Romana,1
,,,Romaney,1
,,,Romanna,1
,,,Romey,1
,,,Romi,4
,,,Romie,1
,,,Romiley,1
,,,Romilly,1
,,,Romimi,1
,,,Romy,5
,,,Rona,4
,,,Roneta,1
,,,Ronetta,1
,,,Roni,1
,,,Ronja,1
,,,Ronnie,2
,,,Roqayah,1
,,,Rosa,19
,,,Rosabelle,1
,,,Rosaleen,1
,,,Rosalie,3
,,,Rosalie-Mae,1
,,,Rosalind,1
,,,Rosalyn,2
,,,Rosanna,3
,,,Rose,56
,,,Roseann,1
,,,Roseanna,5
,,,Roseanne,1
,,,Rosemary,5
,,,Rosey,1
,,,Roshni,1
,,,Rosie,74
,,,Roslin,3
,,,Roslyn,1
,,,Rosslyn,1
,,,Roux,1
,,,Rowan,39
,,,Rowan-May,1
,,,Rowen,1
,,,Roxana,2
,,,Roxanna,2
,,,Roxanne,8
,,,Roxi,7
,,,Roxie,2
,,,Roxy,7
,,,Roza,2
,,,Rozalia,1
,,,Rozya,1
,,,Ruadhan,1
,,,Ruari,1
,,,Rubi,3
,,,Rubie,2
,,,Ruby,192
,,,Ruby-Elizabeth,1
,,,Ruby-Mae,1
,,,Rubyray,1
,,,Rudi,2
,,,Rudy,1
,,,Rui,1
,,,Rukaya,1
,,,Rumaysa,2
,,,Ruo,2
,,,Ruqayyah,1
,,,Ruri,1
,,,Rusalina,1
,,,Ruth,12
,,,Ruwa,1
,,,Rwasy,1
,,,Rylee,2
,,,Ryleigh,3
,,,Rylie,3
,,,Rùbaidh,1
,,,Saadiya,1
,,,Saamiya,1
,,,Saania,1
,,,Saanvi,1
,,,Saarah,1
,,,Saathvika,1
,,,Sabah,2
,,,Sabina,1
,,,Sabine,1
,,,Sabreena,1
,,,Sabrina,3
,,,Sacha,1
,,,Sachleen,1
,,,Sadhbh,1
,,,Sadia,1
,,,Sadie,24
,,,Safa,8
,,,Safa-Noor,1
,,,Safaa,3
,,,Saffa,1
,,,Saffron,1
,,,Saffy,1
,,,Safiya,1
,,,Safiyah,2
,,,Safiye,1
,,,Safiyyah,1
,,,Safoora,1
,,,Sahana,2
,,,Sahar,2
,,,Sahara,2
,,,Sahrish,1
,,,Saige,1
,,,Sainabou,1
,,,Saira,2
,,,Saja,1
,,,Saliah,1
,,,Saliha,1
,,,Salila,1
,,,Salina,1
,,,Sally,5
,,,Salma,3
,,,Saman,1
,,,Samantha,36
,,,Samar,1
,,,Samara,1
,,,Samavia,1
,,,Samaya,1
,,,Sameera,1
,,,Samera,1
,,,Samia,1
,,,Samidha,1
,,,Samira,2
,,,Sammy-Lee,1
,,,Samrah,1
,,,Sana,5
,,,Sanaa,1
,,,Sanai,1
,,,Sanaya,1
,,,Sandi,1
,,,Sandie,1
,,,Sandra,6
,,,Saniyah,1
,,,Sanjula,1
,,,Sanna,1
,,,Santana,1
,,,Sanuli,1
,,,Sanya,1
,,,Saoirse,8
,,,Saona,1
,,,Saorsa,1
,,,Saphia,1
,,,Sapphire,5
,,,Sara,44
,,,Sarah,116
,,,Sarah-Louise,3
,,,Sarah-Nikole,1
,,,Sarah-Rachel,1
,,,Sarah-Rose,1
,,,Saraswati,1
,,,Sarayu,1
,,,Sarita,2
,,,Sasha,11
,,,Saskia,4
,,,Satnam,2
,,,Saule,1
,,,Saumie,1
,,,Savana,2
,,,Savanah,2
,,,Savanna,2
,,,Savannah,16
,,,Savannah-May,1
,,,Savannarose,1
,,,Savina,1
,,,Sawyer,2
,,,Sayana,1
,,,Sayuri,1
,,,Scarlet,3
,,,Scarlett,48
,,,Scarlett-Rose,2
,,,Scout,2
,,,Seandele,1
,,,Seandelle,1
,,,Seersha,1
,,,Sefanit,1
,,,Seffi,1
,,,Sefora,1
,,,Sefora-Denisa,1
,,,Seham,1
,,,Sehar,1
,,,Seher,1
,,,Sehr,2
,,,Selena,1
,,,Selina,3
,,,Senam,1
,,,Senara,1
,,,Senata,1
,,,Sendy,1
,,,Senga,1
,,,Seona,1
,,,Seonaid,3
,,,Seraphim,1
,,,Seren,6
,,,Serena,7
,,,Seriban,1
,,,Serife,1
,,,Serin,1
,,,Seryce,1
,,,Setin,1
,,,Sewin,1
,,,Shabnam,1
,,,Shaima,1
,,,Shaivi,1
,,,Shama,1
,,,Shamira,1
,,,Shamiso,1
,,,Shanay,1
,,,Shanell,1
,,,Shanelle,2
,,,Shania,1
,,,Shanice,1
,,,Shaniece,3
,,,Shaniqua,1
,,,Shaniya,1
,,,Shanna,2
,,,Shannah,1
,,,Shanni,1
,,,Shannon,23
,,,Shannon-Marie,1
,,,Shantell,2
,,,Shantelle,1
,,,Sharmaine,1
,,,Sharon,2
,,,Sharyie-Leigh,1
,,,Shauna,1
,,,Shauney,1
,,,Shauni,1
,,,Shaunie,1
,,,Shaunie-Marie,1
,,,Shaunii,1
,,,Shawni,1
,,,Shay,1
,,,Shayla,2
,,,Shaynie,1
,,,Shea,1
,,,Sheenaz,1
,,,Shelbie,1
,,,Shelby,7
,,,Shellby,1
,,,Shelley,1
,,,Shellie,1
,,,Shen,1
,,,Sheona,1
,,,Sherin,1
,,,Shermaine,1
,,,Sheryl,2
,,,Shesheena,1
,,,Sheva,1
,,,Sheza,1
,,,Shianne,2
,,,Shika,1
,,,Shilliah,1
,,,Shiloe,1
,,,Shiloh,2
,,,Shiloh-Joy,1
,,,Shinee,1
,,,Shinjini,1
,,,Shionka,1
,,,Shireen,1
,,,Shirley,1
,,,Shiya,1
,,,Shloka,1
,,,Shodoon,1
,,,Shola,1
,,,Shomili,1
,,,Shona,3
,,,Shravya,1
,,,Shreiya,1
,,,Shreya,3
,,,Shubhika,1
,,,Shyloh,1
,,,Si,3
,,,Sia,3
,,,Sian,2
,,,Siana,3
,,,Sianna,2
,,,Sibhe,1
,,,Sibylla,1
,,,Sidni,1
,,,Sieanna,1
,,,Siena,2
,,,Sienna,59
,,,Sierra,1
,,,Sigourney,1
,,,Siham,1
,,,Silvia,1
,,,Simisola,1
,,,Simona,1
,,,Simone,4
,,,Simra,2
,,,Simran,2
,,,Simrat,1
,,,Sindija,1
,,,Sinead,9
,,,Sintija,1
,,,Siobhan,3
,,,Sira,1
,,,Sira-Lily,1
,,,Sirah,1
,,,Siya,1
,,,Siyana,2
,,,Sky,8
,,,Skye,145
,,,Skye-Jane,1
,,,Skye-Mia,1
,,,Skye-Rose,1
,,,Skyie,1
,,,Skyla,6
,,,Skylar,2
,,,Smilla,1
,,,Sneha,1
,,,Snædis,1
,,,Sofea,1
,,,Sofi,1
,,,Sofia,58
,,,Sofiana,1
,,,Sofie,5
,,,Sofiya,2
,,,Sofya,1
,,,Soha,1
,,,Sol,1
,,,Solana,1
,,,Soleece,1
,,,Sommer,6
,,,Sonam,1
,,,Sonja,1
,,,Sonni,1
,,,Sonnie,1
,,,Sonya,1
,,,Sophia,127
,,,Sophie,720
,,,Sophie-Amy,1
,,,Sophie-Ann,1
,,,Sophie-Elise,1
,,,Sophie-Kate,1
,,,Sophie-Lea,1
,,,Sophie-Lee,1
,,,Sophie-Leigh,1
,,,Sophie-Louise,2
,,,Sophie-Marie,1
,,,Sophie-Rose,1
,,,Sophieleigh,2
,,,Soracha,1
,,,Sorcha,3
,,,Soreeya,1
,,,Sorrel,1
,,,Sorsha,1
,,,Sriya,1
,,,Stacey,11
,,,Stacie,1
,,,Stacy,1
,,,Stacy-Lee,1
,,,Star,2
,,,Star-Keira,1
,,,Starlet,1
,,,Starr,3
,,,Stefania,1
,,,Stella,19
,,,Stephanie,22
,,,Stephany,1
,,,Stevi,2
,,,Stevi-Leigh,1
,,,Stevie,2
,,,Stina,1
,,,Storm,1
,,,Styles,1
,,,Subin,1
,,,Sudenaz,1
,,,Sudharmi,1
,,,Sufia,1
,,,Suha,2
,,,Suhaani,1
,,,Sukaina,1
,,,Sukhleen,1
,,,Sukhmani,1
,,,Sukhveer,1
,,,Sukhwinder,1
,,,Suki,1
,,,Sukki,1
,,,Sukmani,1
,,,Sula,3
,,,Sum,1
,,,Sum-Yee,1
,,,Suma,1
,,,Sumaya,3
,,,Sumayya,1
,,,Summer,149
,,,Summer-Louise,1
,,,Sunaina,1
,,,Sunena,1
,,,Sunny,2
,,,Surabhi,1
,,,Surina,1
,,,Susan,3
,,,Susanna,1
,,,Susannah,2
,,,Sushi,1
,,,Sushmita,1
,,,Suwan,1
,,,Suzannah,2
,,,Suzanne,3
,,,Suzie,3
,,,Suzy,1
,,,Svea,1
,,,Sydney,3
,,,Sydnie,1
,,,Syeda,2
,,,Sylvia,2
,,,Sylvie,5
,,,Symantha,1
,,,Tabassum,1
,,,Tabitha,7
,,,Taea,1
,,,Tahite,1
,,,Tahlia,2
,,,Taiah,1
,,,Taila,1
,,,Tailahleigh,1
,,,Taisia,1
,,,Taisiya,1
,,,Takwa,1
,,,Talia,1
,,,Taliah,1
,,,Taline,1
,,,Talisha-Lee,1
,,,Tallulah,3
,,,Tamar,1
,,,Tamara,4
,,,Tamarra,1
,,,Tamika,2
,,,Tamlyn,2
,,,Tammi,3
,,,Tammie,3
,,,Tammy,4
,,,Tammy-Leigh,1
,,,Tamsin,4
,,,Tamunonengiyeofori,1
,,,Tamzin,10
,,,Taneesha,1
,,,Tanisha,2
,,,Tanvi,1
,,,Tanya,3
,,,Taome,1
,,,Taomi,1
,,,Tara,10
,,,Taranya,1
,,,Tarian,1
,,,Tarilayefa,1
,,,Tarini,1
,,,Tarryn,1
,,,Taryn,1
,,,Tasha,1
,,,Tasnim,1
,,,Tatenda,1
,,,Tathiana,1
,,,Tavia,1
,,,Tawina,1
,,,Taya,1
,,,Tayaba,1
,,,Taye,1
,,,Tayla,4
,,,Taylah,1
,,,Taylar,3
,,,Taylarose,1
,,,Tayler,5
,,,Taylor,80
,,,Taylor-Jade,1
,,,Taylor-Rose,1
,,,Tayyaba,1
,,,Tazmeen,2
,,,Teagan,8
,,,Teaghan,2
,,,Teague,1
,,,Teddi,1
,,,Tee-J,1
,,,Teeda,1
,,,Teegan,11
,,,Teeghan,1
,,,Teegin,1
,,,Teena,1
,,,Tegan,32
,,,Tegen,1
,,,Teigan,18
,,,Teighan,7
,,,Temidayo,1
,,,Temiloluwa,2
,,,Teninlanimi,1
,,,Teresa-Dehia,1
,,,Tereza,2
,,,Teri,1
,,,Tern,1
,,,Terri,1
,,,Terri-Ann,1
,,,Tess,11
,,,Tessa,4
,,,Teyanna,1
,,,Teyla,1
,,,Thaksaya,1
