Name,YearsAppearing,PropFemale,CountsFemale,PropMale,CountsMale
Labrenda,15,1,94,0,0
Labresha,12,1,117,0,0
Labreshia,2,1,10,0,0
Labreya,1,1,5,0,0
Labreyah,1,1,5,0,0
Labria,24,1,380,0,0
Labrian,17,0,0,1,105
Labrina,16,1,111,0,0
Labrisha,11,1,75,0,0
Labritney,1,1,5,0,0
Labrittany,10,1,105,0,0
Labrittney,3,1,18,0,0
Labron,25,0,0,1,366
Labryan,4,0,0,1,25
Labryant,4,0,0,1,23
Labyron,4,0,0,1,23
Lacalvin,1,0,0,1,5
Lacandice,3,1,22,0,0
Lacandis,1,1,6,0,0
Lacara,10,1,62,0,0
Lacarla,2,1,12,0,0
Lacarlos,5,0,0,1,29
Lacasha,1,1,5,0,0
Lacasta,1,1,6,0,0
Lacci,1,1,5,0,0
Lace,29,0.896551724137931,382,0.103448275862069,17
Lacedric,11,0,0,1,56
Lacee,39,1,2322,0,0
Lacei,2,1,10,0,0
Lacen,1,0,0,1,5
Lacey,108,0.796296296296296,46907,0.925925925925926,1441
Lachae,9,1,64,0,0
Lachaka,3,1,24,0,0
Lachan,1,1,6,0,0
Lachana,6,1,39,0,0
Lachanda,25,1,328,0,0
Lachandra,27,1,496,0,0
Lachanta,2,1,10,0,0
Lachante,3,1,18,0,0
Lachara,1,1,5,0,0
Lacharles,16,0,0,1,101
Lachasity,2,1,12,0,0
Lachaun,1,1,6,0,0
Lachaundra,2,1,10,0,0
Lachay,1,1,6,0,0
Lache,13,1,109,0,0
Lachel,2,1,10,0,0
Lachele,22,1,155,0,0
Lachell,25,1,189,0,0
Lachelle,58,1,2339,0,0
Lacher,2,1,11,0,0
Lacheryl,23,1,156,0,0
Lachic,1,1,7,0,0
Lachina,16,1,105,0,0
Lachisa,1,1,5,0,0
Lachisha,1,1,5,0,0
Lachlan,30,0.3,64,1,1483
Lachlyn,1,1,5,0,0
Lachon,7,0.857142857142857,45,0.142857142857143,5
Lachonda,6,1,44,0,0
Lachone,2,1,10,0,0
Lachonne,1,1,5,0,0
Lachrisa,2,1,11,0,0
Lachrisha,20,1,143,0,0
Lachrista,16,1,97,0,0
Lachristy,1,1,5,0,0
Lachundra,1,1,5,0,0
Lachyna,2,1,14,0,0
Laci,46,1,8438,0,0
Lacia,9,1,50,0,0
Laciana,3,1,24,0,0
Laciann,1,1,5,0,0
Lacie,88,0.988636363636364,9385,0.0795454545454545,42
Lacinda,49,1,922,0,0
Lacole,26,1,286,0,0
Laconda,14,1,123,0,0
Lacondra,1,1,5,0,0
Laconia,7,1,41,0,0
Laconya,12,1,97,0,0
Lacora,19,1,139,0,0
Lacorey,15,0,0,1,86
Lacoria,5,1,27,0,0
Lacorsha,1,1,7,0,0
Lacory,3,0,0,1,20
Lacorya,1,1,5,0,0
Lacosta,17,1,250,0,0
Lacourtney,7,1,48,0,0
Lacoya,16,1,155,0,0
Lacreasha,17,1,122,0,0
Lacrecia,38,1,392,0,0
Lacree,3,1,24,0,0
Lacreesha,2,1,13,0,0
Lacreisha,3,1,16,0,0
Lacresa,4,1,20,0,0
Lacresha,33,1,1177,0,0
Lacreshia,21,1,189,0,0
Lacresia,21,1,162,0,0
Lacreta,3,1,17,0,0
Lacretia,47,1,932,0,0
Lacricia,4,1,22,0,0
Lacrisha,28,1,408,0,0
Lacrissa,2,1,12,0,0
Lacrista,3,1,19,0,0
Lacrystal,20,1,256,0,0
Lacurtis,1,0,0,1,6
Lacy,132,0.96969696969697,18777,0.984848484848485,6442
Lacye,15,1,119,0,0
Lacynda,2,1,10,0,0
Lacynthia,2,1,10,0,0
Lad,4,0,0,1,21
Lada,7,1,47,0,0
Ladacia,2,1,13,0,0
Ladaesha,2,1,12,0,0
Ladaija,9,1,61,0,0
Ladaijah,7,1,45,0,0
Ladainian,11,0,0,1,406
Ladaisha,23,1,336,0,0
Ladaisia,1,1,6,0,0
Ladaja,12,1,121,0,0
Ladajah,9,1,76,0,0
Ladajia,3,1,16,0,0
Ladale,36,0.0555555555555556,10,0.972222222222222,282
Ladamian,5,0,0,1,41
Ladamien,8,0,0,1,70
Ladamion,6,0,0,1,42
Ladan,23,1,160,0,0
Ladana,33,1,320,0,0
Ladanian,9,0,0,1,96
Ladaniel,5,0,0,1,32
Ladanien,1,0,0,1,8
Ladanna,1,1,5,0,0
Ladante,3,0,0,1,16
Ladara,1,1,5,0,0
Ladaria,4,1,26,0,0
Ladarian,25,0,0,1,324
Ladarien,19,0,0,1,115
Ladarion,25,0,0,1,299
Ladarious,27,0,0,1,392
Ladaris,3,0,0,1,19
Ladarius,35,0,0,1,3929
Ladarrell,10,0,0,1,63
Ladarren,19,0,0,1,148
Ladarrian,15,0,0,1,96
Ladarrien,2,0,0,1,12
Ladarrin,2,0,0,1,12
Ladarrion,17,0,0,1,147
Ladarrious,11,0,0,1,77
Ladarris,6,0,0,1,34
Ladarrius,32,0,0,1,1055
Ladarryl,10,0,0,1,62
Ladaruis,2,0,0,1,10
Ladaryl,2,0,0,1,14
Ladasha,26,1,316,0,0
Ladashia,10,1,79,0,0
Ladasia,18,1,230,0,0
Ladaveon,1,0,0,1,5
Ladavia,12,1,86,0,0
Ladavian,1,0,0,1,5
Ladavid,1,0,0,1,5
Ladavion,12,0,0,1,106
Ladawn,58,1,1563,0,0
Ladawna,29,1,284,0,0
Ladaya,3,1,17,0,0
Ladayja,1,1,5,0,0
Ladaynian,1,0,0,1,5
Ladaysha,17,1,161,0,0
Ladaysia,1,1,5,0,0
Ladazia,1,1,6,0,0
Ladd,87,0,0,1,1085
Laddie,71,0.211267605633803,92,0.985915492957746,1638
Laddy,3,0,0,1,16
Ladean,57,1,568,0.0175438596491228,5
Ladeana,29,1,280,0,0
Ladeane,2,1,13,0,0
Ladeanna,3,1,15,0,0
Ladedra,4,1,21,0,0
Ladeidra,8,1,49,0,0
Ladeidre,1,1,5,0,0
Ladeja,16,1,279,0,0
Ladejah,4,1,25,0,0
Ladell,95,0.568421052631579,433,0.926315789473684,967
Ladelle,22,1,140,0,0
Ladema,2,1,11,0,0
Laden,7,0,0,1,64
Ladena,48,1,430,0,0
Ladene,31,1,220,0,0
Ladenna,2,1,10,0,0
Laderek,3,0,0,1,20
Ladereon,1,0,0,1,7
Laderian,1,0,0,1,6
Laderick,1,0,0,1,6
Laderion,2,0,0,1,12
Laderious,2,0,0,1,12
Laderius,10,0,0,1,61
Laderrian,1,0,0,1,5
Laderrica,2,1,13,0,0
Laderrick,39,0,0,1,419
Laderricka,7,1,46,0,0
Laderrion,4,0,0,1,22
Laderrius,9,0,0,1,52
Ladesha,11,1,65,0,0
Ladessa,3,1,19,0,0
Ladestiny,5,1,32,0,0
Ladetra,8,1,54,0,0
Ladia,2,1,11,0,0
Ladiamond,18,1,178,0,0
Ladie,2,1,11,0,0
Ladijah,1,1,5,0,0
Ladimer,1,0,0,1,5
Ladina,23,1,179,0,0
Ladine,13,1,82,0,0
Ladislado,3,0,0,1,18
Ladislao,14,0,0,1,76
Ladislaus,20,0,0,1,212
Ladislav,11,0,0,1,82
Ladislava,4,1,23,0,0
Ladon,79,0.518987341772152,323,0.974683544303797,1083
Ladona,62,1,720,0,0
Ladonda,1,1,5,0,0
Ladonia,7,1,48,0,0
Ladonja,1,1,5,0,0
Ladonn,2,1,10,0,0
Ladonna,105,1,21143,0,0
Ladonne,22,1,126,0,0
Ladonnia,2,1,10,0,0
Ladonta,4,0,0,1,22
Ladontae,1,0,0,1,7
Ladontay,1,0,0,1,5
Ladonte,20,0,0,1,164
Ladonya,24,1,215,0,0
Ladora,70,1,549,0,0
Ladoris,34,1,225,0,0
Ladre,5,0,0,1,32
Ladrea,15,1,89,0,0
Ladreama,1,1,5,0,0
Ladreka,1,1,5,0,0
Ladrena,4,1,24,0,0
Ladrick,1,0,0,1,8
Ladrina,4,1,21,0,0
Ladson,2,0,0,1,10
Lady,124,1,1755,0,0
Ladye,17,1,99,0,0
Laeh,1,1,6,0,0
Laeisha,2,1,10,0,0
Laeken,1,1,5,0,0
Laekyn,5,1,38,0,0
Lael,96,0.989583333333333,1527,0.510416666666667,511
Laela,24,1,938,0,0
Laelah,11,1,148,0,0
Laelani,9,1,85,0,0
Laelia,7,1,51,0,0
Laella,1,1,5,0,0
Laelle,5,1,41,0,0
Laeloni,1,1,6,0,0
Laelyn,2,1,14,0,0
Laelynn,1,1,5,0,0
Laena,6,1,35,0,0
Laerica,5,1,34,0,0
Laesha,6,1,34,0,0
Laetitia,50,1,343,0,0
Laeton,4,0,0,1,24
Laetyn,1,1,5,1,5
Laeuna,1,1,5,0,0
Lafarrah,2,1,17,0,0
Lafaun,1,1,6,0,0
Lafawn,12,1,83,0,0
Lafay,2,1,11,0,0
Lafaye,48,1,308,0,0
Lafayette,132,0.0303030303030303,21,1,4686
Lafe,86,0,0,1,663
Lafern,32,1,273,0,0
Laferne,7,1,46,0,0
Lafeyette,1,0,0,1,5
Lafiamma,1,0,0,1,6
Lafon,3,0.666666666666667,10,0.333333333333333,9
Lafonda,42,1,693,0,0
Lafondra,3,1,45,0,0
Lafonya,2,1,10,0,0
Lafonzo,1,0,0,1,5
Lafoya,2,1,10,0,0
Lafran,1,1,5,0,0
Lafrance,14,0.642857142857143,60,0.357142857142857,29
Lafrances,6,1,34,0,0
Lafrancine,1,1,5,0,0
Lafreda,19,1,111,0,0
Lafrederick,1,0,0,1,5
Lafredrick,5,0,0,1,26
Lagail,2,1,12,0,0
Lagarius,1,0,0,1,7
Lagatha,2,1,10,0,0
Lagena,20,1,134,0,0
Lagenia,3,1,16,0,0
Lagina,36,1,425,0,0
Lagrand,3,0,0,1,17
Lagregory,4,0,0,1,21
Lagreta,3,1,17,0,0
Lagretta,15,1,96,0,0
Laguan,5,0,0,1,26
Laguana,9,1,66,0,0
Laguanda,5,1,29,0,0
Laguisha,5,1,28,0,0
Laguita,5,1,27,0,0
Lahana,5,1,31,0,0
Lahari,11,1,78,0,0
Lahela,19,1,183,0,0
Lahla,1,1,5,0,0
Lahna,16,1,221,0,0
Lahni,1,1,5,0,0
Lahoma,68,1,1312,0,0
Lahonda,1,1,5,0,0
Lai,26,1,221,0.115384615384615,25
Laia,14,1,143,0,0
Laiah,7,1,72,0,0
Laiana,7,1,54,0,0
Laianna,2,1,10,0,0
Laiba,15,1,446,0,0
Laicee,4,1,20,0,0
Laicey,3,1,18,0,0
Laici,1,1,5,0,0
Laida,1,1,5,0,0
Laiden,8,0,0,1,102
Laidy,1,1,5,0,0
Laif,2,0,0,1,12
Laighla,3,1,16,0,0
Laighton,1,1,5,0,0
Laihla,5,1,34,0,0
Laik,1,0,0,1,5
Laika,2,1,10,0,0
Laiken,27,1,931,0.333333333333333,131
Laikin,7,1,42,0,0
Laiklyn,2,1,10,0,0
Laiklynn,1,1,5,0,0
Laikyn,22,1,483,0,0
Laikynn,2,1,10,0,0
Laila,107,1,22036,0.0186915887850467,11
Lailaa,4,1,22,0,0
Lailah,24,1,2714,0,0
Lailamarie,1,1,7,0,0
Lailana,5,1,35,0,0
Lailanee,2,1,11,0,0
Lailani,27,1,679,0,0
Lailanie,9,1,64,0,0
Lailany,8,1,69,0,0
Lailee,7,1,57,0,0
Laileen,1,1,5,0,0
Lailene,2,1,12,0,0
Lailey,4,1,25,0,0
Laili,2,1,12,0,0
Lailiana,1,1,5,0,0
Lailie,6,1,36,0,0
Lailoni,13,1,139,0,0
Lailonie,6,1,36,0,0
Laily,6,1,42,0,0
Lailyn,6,1,57,0,0
Lailynn,5,1,45,0,0
Laim,5,0,0,1,30
Laima,7,1,38,0,0
Lain,22,0.136363636363636,20,1,278
Laina,68,1,2299,0,0
Lainah,1,1,5,0,0
Laine,66,1,2577,0.924242424242424,1271
Lainee,24,1,660,0,0
Lainey,34,1,5053,0,0
Laini,31,1,287,0,0
Lainie,46,1,1506,0,0
Lainy,12,1,125,0,0
Laiona,1,1,5,0,0
Laionna,1,1,6,0,0
Laira,13,1,94,0,0
Laird,92,0,0,1,1775
Lairen,1,1,5,0,0
Laisa,20,1,203,0,0
Laisha,33,1,2142,0,0
Laissa,2,1,12,0,0
Laiten,1,0,0,1,8
Laith,35,0,0,1,1235
Laithan,4,0,0,1,44
Laithen,3,0,0,1,24
Laiton,1,0,0,1,7
Laityn,4,1,36,0,0
Laiya,12,1,150,0,0
Laiyah,7,1,50,0,0
Laiyana,2,1,10,0,0
Laiyla,8,1,106,0,0
Laiylah,4,1,26,0,0
Laiza,22,1,313,0,0
Lajace,1,0,0,1,5
Lajada,19,1,164,0,0
Lajae,3,1,18,0,0
Lajarvis,14,0,0,1,96
Lajasmine,4,1,27,0,0
Lajauna,1,1,5,0,0
Lajaune,2,0,0,1,10
Lajavion,5,0,0,1,26
Lajaya,3,1,17,0,0
Lajayla,6,1,36,0,0
Lajean,47,1,400,0,0
Lajeana,16,1,106,0,0
Lajeanna,4,1,21,0,0
Lajeanne,2,1,12,0,0
Lajerrica,2,1,12,0,0
Lajessica,7,1,53,0,0
Lajeune,3,1,29,0,0
Lajla,3,1,17,0,0
Lajohn,7,0,0,1,37
Lajoi,2,1,11,0,0
Lajoia,1,1,6,0,0
Lajon,5,0,0,1,30
Lajoy,32,1,254,0,0
Lajoya,13,1,91,0,0
Lajoyce,45,1,325,0,0
Lajuan,79,0.69620253164557,739,0.620253164556962,999
Lajuana,69,1,1874,0,0
Lajuanda,15,1,92,0,0
Lajuane,9,0,0,1,92
Lajuanna,11,1,74,0,0
Lajune,51,1,428,0,0
Lakai,10,0.3,15,0.9,146
Lakaia,3,1,17,0,0
Lakaii,2,1,16,0,0
Lakaila,4,1,24,0,0
Lakaisha,14,1,113,0,0
Lakaiya,6,1,44,0,0
Lakala,3,1,16,0,0
Lakan,6,1,40,0,0
Lakara,12,1,79,0,0
Lakari,2,0,0,1,16
Lakasha,26,1,308,0,0
Lakashia,12,1,95,0,0
Lakay,2,1,11,0,0
Lakaya,20,1,176,0,0
Lakayla,29,1,1146,0,0
Lakaysha,5,1,27,0,0
Lake,96,0.354166666666667,290,0.947916666666667,1950
Lakea,22,1,182,0,0
Lakeah,1,1,5,0,0
Lakeasha,23,1,272,0,0
Lakeashia,1,1,6,0,0
Lakeba,4,1,28,0,0
Lakecha,6,1,51,0,0
Lakechia,10,1,86,0,0
Lakecia,33,1,629,0,0
Lakeda,8,1,53,0,0
Lakedia,3,1,16,0,0
Lakedra,23,1,240,0,0
Lakedria,5,1,28,0,0
Lakedrick,1,0,0,1,5
Lakee,2,0.5,7,0.5,6
Lakeea,1,1,8,0,0
Lakeela,1,1,5,0,0
Lakeem,11,0,0,1,121
Lakeema,6,1,35,0,0
Lakeena,11,1,71,0,0
Lakeesha,30,1,1370,0,0
Lakeeshia,5,1,28,0,0
Lakeeta,17,1,183,0,0
Lakeetha,1,1,5,0,0
Lakeeva,1,1,13,0,0
Lakeeya,3,1,16,0,0
Lakeia,27,1,519,0,0
Lakeicha,4,1,26,0,0
Lakeida,1,1,5,0,0
Lakeidra,19,1,152,0,0
Lakeila,4,1,24,0,0
Lakeira,7,1,40,0,0
Lakeisa,11,1,122,0,0
Lakeish,7,1,44,0,0
Lakeisha,45,1,12758,0.111111111111111,36
Lakeishia,14,1,121,0,0
Lakeita,20,1,292,0,0
Lakeith,45,0,0,1,612
Lakeitha,32,1,917,0,0
Lakeithia,24,1,193,0,0
Lakeitra,1,1,7,0,0
Lakeiya,2,1,25,0,0
Lakel,1,0,0,1,5
Lakela,9,1,65,0,0
Lakeland,3,0.333333333333333,5,0.666666666666667,10
Lakelia,5,1,28,0,0
Lakell,1,0,0,1,5
Lakelsha,1,1,6,0,0
Lakely,3,1,19,0,0
Lakelyn,15,1,238,0.0666666666666667,5
Lakelynn,10,1,111,0,0
Lakema,5,1,36,0,0
Lakemia,1,1,5,0,0
Laken,28,1,4024,0.785714285714286,689
Lakena,12,1,85,0,0
Lakenda,5,1,30,0,0
Lakendra,42,1,2248,0,0
Lakendria,27,1,259,0,0
Lakendric,6,0,0,1,31
Lakendrick,38,0,0,1,748
Lakenia,3,1,17,0,0
Lakenya,42,1,1639,0,0
Lakenzie,5,1,31,0,0
Laker,5,0,0,1,37
Lakera,15,1,98,0,0
Lakeria,23,1,254,0,0
Lakerria,7,1,41,0,0
Lakersha,1,1,5,0,0
Lakesa,12,1,106,0,0
Lakesh,1,1,7,0,0
Lakesha,42,1,8168,0.0238095238095238,6
Lakeshea,1,1,5,0,0
Lakeshi,3,1,16,0,0
Lakeshia,41,1,4708,0,0
Lakesia,25,1,559,0,0
Lakesiha,2,1,11,0,0
Lakeska,2,1,10,0,0
Lakessa,4,1,29,0,0
Lakessha,1,1,5,0,0
Laketa,30,1,629,0,0
Laketha,21,1,303,0,0
Lakethia,18,1,126,0,0
Laketia,16,1,141,0,0
Laketra,17,1,146,0,0
Laketria,1,1,6,0,0
Laketta,20,1,188,0,0
Lakeva,13,1,111,0,0
Lakevia,29,1,257,0,0
Lakey,1,1,5,0,0
Lakeya,39,1,1211,0,0
Lakeyah,1,1,8,0,0
Lakeycha,1,1,5,0,0
Lakeyda,4,1,21,0,0
Lakeydra,1,1,5,0,0
Lakeyia,20,1,173,0,0
Lakeyla,3,1,20,0,0
Lakeyn,4,1,23,0,0
Lakeysa,7,1,50,0,0
Lakeysha,33,1,1225,0,0
Lakeyshia,12,1,108,0,0
Lakeysia,4,1,29,0,0
Lakeyta,12,1,97,0,0
Lakhi,1,0,0,1,7
Lakhia,8,1,66,0,0
Laki,1,0,0,1,5
Lakia,39,1,2593,0,0
Lakiah,15,1,105,0,0
Lakiara,1,1,6,0,0
Lakiaya,1,1,5,0,0
Lakicha,2,1,11,0,0
Lakicia,3,1,21,0,0
Lakida,3,1,22,0,0
Lakie,19,1,126,0,0
Lakiea,5,1,30,0,0
Lakiera,6,1,35,0,0
Lakiesha,35,1,1897,0,0
Lakieshia,1,1,5,0,0
Lakieta,4,1,28,0,0
Lakieth,1,0,0,1,6
Lakietha,6,1,36,0,0
Lakika,2,1,10,0,0
Lakila,3,1,19,0,0
Lakim,6,0,0,1,41
Lakima,8,1,61,0,0
Lakimberly,3,1,20,0,0
Lakin,27,1,1549,0.777777777777778,261
Lakina,19,1,178,0,0
Lakindra,12,1,94,0,0
Lakinia,1,1,5,0,0
Lakinya,5,1,27,0,0
Lakira,31,1,431,0,0
Lakisa,19,1,263,0,0
Lakischa,2,1,14,0,0
Lakish,6,1,38,0,0
Lakisha,45,1,12299,0.0444444444444444,12
Lakishia,20,1,397,0,0
Lakisia,2,1,11,0,0
Lakiska,4,1,38,0,0
Lakissa,1,1,6,0,0
Lakissia,1,1,6,0,0
Lakista,1,1,5,0,0
Lakita,42,1,1620,0,0
Lakitha,12,1,84,0,0
Lakitia,1,1,5,0,0
Lakitra,1,1,5,0,0
Lakitsha,1,1,5,0,0
Lakitta,4,1,20,0,0
Lakiva,6,1,36,0,0
Lakiya,37,1,592,0,0
Lakiyah,16,1,221,0,0
Lakizzy,1,1,11,0,0
Lakken,5,1,25,0,0
Lakoda,11,0.545454545454545,36,0.727272727272727,65
Lakosha,2,1,12,0,0
Lakota,28,0.964285714285714,1101,0.892857142857143,999
Lakotah,2,1,10,0,0
Lakoya,2,1,11,0,0
Lakreisha,1,1,6,0,0
Lakresha,21,1,264,0,0
Lakreshia,4,1,24,0,0
Lakrisha,24,1,327,0,0
Lakrista,8,1,57,0,0
Lakrystal,6,1,38,0,0
Laksh,7,0,0,1,61
Laksha,2,1,10,0,0
Lakshman,1,0,0,1,5
Lakshmi,39,1,538,0,0
Lakshya,3,0.666666666666667,13,1,20
Laksmi,1,1,5,0,0
Lakwan,1,0,0,1,6
Lakwanzaa,1,1,5,0,0
Lakya,20,1,218,0,0
Lakyah,7,1,49,0,0
Lakyia,13,1,91,0,0
Lakyla,13,1,109,0,0
Lakyn,27,1,1386,0.0740740740740741,14
Lakyna,1,1,7,0,0
Lakyndra,1,1,5,0,0
Lakynn,6,1,41,0,0
Lakyra,23,1,295,0,0
Lakyrah,1,1,5,0,0
Lakyria,1,1,6,0,0
Lakysha,19,1,162,0,0
Lakyshia,1,1,6,0,0
Lal,1,0,0,1,5
Lala,109,1,1629,0,0
Lalah,36,1,334,0,0
Lalaina,9,1,54,0,0
Lalaine,9,1,69,0,0
Lalainia,1,1,5,0,0
Lalana,8,1,52,0,0
Lalani,19,1,154,0,0
Lalania,10,1,81,0,0
Lalanya,11,1,79,0,0
Lalar,1,1,5,0,0
Lale,2,1,11,0,0
Laleah,1,1,5,0,0
Laleh,6,1,35,0,0
Lalena,17,1,291,0,0
Lalenia,1,1,5,0,0
Laleta,1,1,5,0,0
Lali,4,1,27,0,0
Lalia,25,1,222,0,0
Laliah,3,1,17,0,0
Laliana,1,1,5,0,0
Lalicia,1,1,5,0,0
Lalie,1,1,6,0,0
Lalinda,6,1,34,0,0
Laline,1,1,8,0,0
Lalisa,11,1,92,0,0
Lalisha,2,1,10,0,0
Lalit,1,0,0,1,5
Lalita,58,1,701,0,0
Lalith,1,0,0,1,5
Lalitha,9,1,53,0,0
Laliyah,1,1,6,0,0
Lalla,47,1,324,0,0
Lallah,2,1,14,0,0
Lallie,37,1,280,0,0
Lalo,66,0,0,1,467
Laloni,12,1,78,0,0
Lalonnie,13,1,85,0,0
Lam,35,0.142857142857143,29,1,452
Lama,28,1,312,0,0
Lamaar,1,0,0,1,6
Lamae,12,1,82,0,0
Lamaine,1,0,0,1,7
Lamaiya,4,1,23,0,0
Lamaj,6,0,0,1,49
Laman,4,0,0,1,25
Lamanda,30,1,364,0,0
Lamani,3,1,17,0,0
Lamanuel,1,0,0,1,5
Lamar,126,0.611111111111111,813,1,31062
Lamara,37,1,308,0,0
Lamarc,2,0,0,1,13
Lamarco,16,0,0,1,104
Lamarcus,43,0,0,1,2515
Lamare,6,0,0,1,32
Lamarea,2,1,11,0,0
Lamareon,5,0,0,1,37
Lamari,12,1,97,0.916666666666667,162
Lamaria,20,1,318,0,0
Lamariah,3,1,17,0,0
Lamarian,7,0,0,1,46
Lamariana,2,1,13,0,0
Lamarianna,1,1,8,0,0
Lamarie,1,1,6,0,0
Lamario,37,0,0,1,502
Lamarion,14,0,0,1,702
Lamarious,6,0,0,1,33
Lamaris,2,0,0,1,14
Lamarius,18,0,0,1,164
Lamariya,3,1,21,0,0
Lamariyah,1,1,5,0,0
Lamark,49,0,0,1,489
Lamarkus,16,0,0,1,134
Lamarquis,7,0,0,1,44
Lamarqus,1,0,0,1,5
Lamarr,91,0.0549450549450549,30,1,2670
Lamarra,1,1,5,0,0
Lamarria,6,1,34,0,0
Lamarrion,4,0,0,1,27
Lamart,9,0,0,1,56
Lamarus,1,0,0,1,5
Lamauri,1,0,0,1,7
Lamaya,19,1,455,0,0
Lamayah,4,1,22,0,0
Lamayia,1,1,7,0,0
Lamb,1,0,0,1,5
Lambert,127,0,0,1,3366
Lamberto,34,0,0,1,303
Lambros,7,0,0,1,42
Lamea,1,1,5,0,0
Lameca,3,1,22,0,0
Lamecca,4,1,22,0,0
Lamech,3,0,0,1,16
Lamecia,4,1,22,0,0
Lameek,6,0,0,1,33
Lameeka,9,1,63,0,0
Lameen,1,0,0,1,6
Lameer,1,0,0,1,5
Lamees,15,1,242,0,0
Lameika,5,1,35,0,0
Lameisha,20,1,184,0,0
Lameka,28,1,480,0,0
Lamekia,12,1,80,0,0
Lamel,34,0,0,1,288
Lamell,7,0,0,1,42
Lamera,1,1,5,0,0
Lamere,5,0,0,1,35
Lameria,3,1,15,0,0
Lamerle,14,1,92,0,0
Lamesa,3,1,15,0,0
Lamese,1,1,5,0,0
Lamesha,33,1,579,0,0
Lameshia,22,1,161,0,0
Lametra,9,1,57,0,0
Lametria,14,1,96,0,0
Lametrice,1,1,6,0,0
Lameya,1,1,5,0,0
Lamia,40,1,978,0,0
Lamiah,13,1,189,0,0
Lamica,10,1,63,0,0
Lamichael,30,0,0,1,245
Lamicheal,2,0,0,1,10
Lamiek,1,0,0,1,5
Lamier,3,0,0,1,15
Lamija,5,1,31,0,0
Lamika,29,1,372,0,0
Lamin,16,0,0,1,136
Lamine,15,0,0,1,149
Lamir,13,0,0,1,127
Lamira,8,1,60,0,0
Lamiracle,14,1,139,0,0
Lamirra,1,1,5,0,0
Lamis,8,1,67,0,0
Lamisa,3,1,15,0,0
Lamisha,30,1,343,0,0
Lamiya,21,1,466,0,0
Lamiyah,13,1,324,0,0
Lamoine,36,0.388888888888889,83,0.972222222222222,323
Lamon,99,0,0,1,1383
Lamona,48,1,385,0,0
Lamond,57,0,0,1,696
Lamonda,11,1,72,0,0
Lamondo,1,0,0,1,6
Lamondre,11,0,0,1,69
Lamone,24,0,0,1,139
Lamoni,4,1,21,0.5,13
Lamonica,52,1,1649,0.0192307692307692,6
Lamonique,1,1,6,0,0
Lamont,104,0.173076923076923,165,1,22666
Lamonta,28,0,0,1,221
Lamontae,19,0,0,1,200
Lamontay,6,0,0,1,40
Lamonte,93,0,0,1,3081
Lamontez,6,0,0,1,36
Lamontray,1,0,0,1,5
Lamontre,5,0,0,1,28
Lamor,9,0,0,1,49
Lamora,3,1,15,0,0
Lamoria,1,1,5,0,0
Lamorris,37,0,0,1,272
Lamount,26,0,0,1,200
Lamour,5,0,0,1,28
Lamoyne,22,0.5,75,0.909090909090909,139
Lamuel,1,0,0,1,6
Lamya,22,1,1402,0,0
Lamyah,11,1,172,0,0
Lamyia,13,1,136,0,0
Lamyiah,3,1,28,0,0
Lamyra,11,1,92,0,0
Lan,48,0.770833333333333,722,0.75,266
Lana,122,1,46003,0.0245901639344262,15
Lanadia,4,1,25,0,0
Lanae,73,1,2398,0,0
Lanaeya,1,1,6,0,0
Lanah,11,1,179,0,0
Lanai,30,1,344,0,0
Lanaia,3,1,17,0,0
Lanaija,1,1,5,0,0
Lanaijah,1,1,8,0,0
Lanaisha,7,1,46,0,0
Lanaiya,11,1,146,0,0
Lanaiyah,5,1,30,0,0
Lanaja,9,1,58,0,0
Lanajah,5,1,43,0,0
Lanajia,1,1,5,0,0
Lananh,5,1,29,0,0
Lanard,39,0,0,1,327
Lanaria,2,1,11,0,0
Lanasha,10,1,56,0,0
Lanashia,2,1,11,0,0
Lanasia,20,1,338,0,0
Lanautica,5,1,49,0,0
Lanavia,1,1,6,0,0
Lanay,48,1,494,0,0
Lanaya,41,1,1014,0,0
Lanayah,10,1,134,0,0
Lanaye,2,1,14,0,0
Lanayia,2,1,15,0,0
Lanayja,1,1,5,0,0
Lanaysha,6,1,33,0,0
Lanayshia,1,1,5,0,0
Lanaysia,8,1,57,0,0
Lanazia,1,1,6,0,0
Lancaster,1,0,0,1,5
Lance,112,0.294642857142857,345,1,100405
Lancelot,60,0,0,1,531
Lancer,18,0,0,1,191
Lancing,1,0,0,1,5
Lancy,5,0,0,1,26
Landa,49,1,639,0,0
Landan,30,0.0333333333333333,5,1,1648
Landdon,1,0,0,1,5
Landee,1,1,8,0,0
Landel,1,0,0,1,5
Landell,1,0,0,1,6
Landen,40,0.35,142,1,16921
Landenn,1,0,0,1,5
Lander,74,0,0,1,718
Landers,12,0,0,1,68
Landi,17,1,109,0,0
Landin,28,0.107142857142857,16,1,1891
Landis,102,0.343137254901961,256,1,1939
Lando,31,0,0,1,241
Landon,121,0.297520661157025,631,1,104067
Landonn,2,0,0,1,10
Landra,53,1,424,0,0
Landrea,6,1,33,0,0
Landree,13,1,281,0,0
Landrey,13,1,186,0.0769230769230769,6
Landri,16,1,450,0,0
Landria,5,1,28,0,0
Landric,3,0,0,1,16
Landrick,1,0,0,1,6
Landrie,14,1,362,0,0
Landris,1,0,0,1,5
Landrum,19,0,0,1,121
Landry,79,0.329113924050633,1951,1,2526
Landun,3,0,0,1,18
Landus,2,0,0,1,10
