Name,YearsAppearing,CountsFemale,CountsMale,ProbGender,Upper,Lower
Antony,16,0,1827,Male,1,0.997901806952106
Antwan,5,0,17,Male,1,0.815681864991148
Antwon,1,0,6,Male,1,0.609665712097835
Antwone,6,0,35,Male,1,0.901099007675596
Anu,6,24,0,Female,1,0.86202379532502
Anuj,14,0,79,Male,1,0.953628788346077
Anuja,2,9,0,Female,1,0.700854951580456
Anujan,1,0,3,Male,1,0.438502968244955
Anujin,2,8,0,Female,1,0.67559243511612
Anuksha,1,3,0,Female,1,0.438502968244955
Anum,16,322,0,Female,1,0.988210650558105
Anuoluwa,5,13,4,Female,0.904449556779199,0.52738201880435
Anuoluwapo,15,80,11,Female,0.931144915148927,0.796385015937966
Anup,1,0,1,Male,1,0.0512932943875506
Anupa,1,1,0,Female,1,0.0512932943875506
Anurag,1,0,3,Male,1,0.438502968244955
Anureet,3,19,0,Female,1,0.831820775947384
Anusan,1,0,4,Male,1,0.510109163545403
Anush,6,3,24,Male,0.961479651716902,0.719421991817202
Anusha,16,249,0,Female,1,0.984806847584998
Anushan,2,0,7,Male,1,0.645669564933313
Anushka,16,383,0,Female,1,0.990069681692327
Anushri,2,8,0,Female,1,0.67559243511612
Anvi,6,42,0,Female,1,0.916201209134296
Anvita,4,15,0,Female,1,0.796116698964151
Anvitha,1,3,0,Female,1,0.438502968244955
Anwaar,2,0,8,Male,1,0.67559243511612
Anwar,16,3,260,Male,0.996113202412518,0.967005501614254
Anwen,16,356,0,Female,1,0.989324579682164
Anwesha,1,4,0,Female,1,0.510109163545403
Anwyn,7,26,0,Female,1,0.871271078140785
Anxhela,3,9,0,Female,1,0.700854951580456
Anya,16,5259,0,Female,1,0.999270078939153
Anya-rose,1,3,0,Female,1,0.438502968244955
Anyah,6,24,0,Female,1,0.86202379532502
Anyanka,1,1,0,Female,1,0.0512932943875506
Anysha,1,3,0,Female,1,0.438502968244955
Anysia,2,6,0,Female,1,0.609665712097835
Anyssa,1,3,0,Female,1,0.438502968244955
Anza,1,3,0,Female,1,0.438502968244955
Anzal,1,4,0,Female,1,0.510109163545403
Anzar,2,0,10,Male,1,0.722467200137111
Anzila,1,1,0,Female,1,0.0512932943875506
Aobh,4,13,0,Female,1,0.771904627645802
Aobha,2,4,0,Female,1,0.510109163545403
Aodan,3,0,11,Male,1,0.741167033031968
Aodh,2,0,7,Male,1,0.645669564933313
Aodhan,16,0,510,Male,1,0.992524038777427
Aoibh,10,88,0,Female,1,0.958172933335108
Aoibhe,9,114,0,Female,1,0.967401465841158
Aoibheann,15,302,0,Female,1,0.987439705409768
Aoibhin,14,111,0,Female,1,0.966549895306608
Aoibhinn,15,155,0,Female,1,0.975815767185628
Aoibhne,1,1,0,Female,1,0.0512932943875506
Aoife,16,4129,0,Female,1,0.999070504189679
Aoife-grace,1,1,0,Female,1,0.0512932943875506
Aoiffe,1,3,0,Female,1,0.438502968244955
Aoilisa,1,1,0,Female,1,0.0512932943875506
Aoise,3,9,0,Female,1,0.700854951580456
Aoki,1,4,0,Female,1,0.510109163545403
Aolani,1,3,0,Female,1,0.438502968244955
Aonan,1,0,1,Male,1,0.0512932943875506
Aonghas,1,0,1,Male,1,0.0512932943875506
Aous,1,0,1,Male,1,0.0512932943875506
Aparna,6,20,0,Female,1,0.838874841947181
Aphina,1,3,0,Female,1,0.438502968244955
Aphra,8,42,0,Female,1,0.916201209134296
Aphrodite,2,6,0,Female,1,0.609665712097835
Apisan,1,0,3,Male,1,0.438502968244955
Apisha,1,3,0,Female,1,0.438502968244955
Apolline,3,11,0,Female,1,0.741167033031968
Apollo,4,0,16,Male,1,0.806392319465564
Apollonia,4,16,0,Female,1,0.806392319465564
Apolonia,2,8,0,Female,1,0.67559243511612
Apphia,3,9,0,Female,1,0.700854951580456
Apple,3,11,0,Female,1,0.741167033031968
April,16,2636,0,Female,1,0.998544814572914
April-leigh,1,1,0,Female,1,0.0512932943875506
April-louise,1,3,0,Female,1,0.438502968244955
April-rose,4,13,0,Female,1,0.771904627645802
Apryl,10,41,0,Female,1,0.914332429815568
Apsara,1,4,0,Female,1,0.510109163545403
Aqeeb,9,0,58,Male,1,0.937882144212797
Aqeel,16,0,286,Male,1,0.986746344583262
Aqeela,6,25,0,Female,1,0.866807749060952
Aqeelah,7,26,0,Female,1,0.871271078140785
Aqeil,1,0,3,Male,1,0.438502968244955
Aqib,16,0,491,Male,1,0.992236990752858
Aqiilah,1,1,0,Female,1,0.0512932943875506
Aqil,15,0,114,Male,1,0.967401465841158
Aqila,5,19,0,Female,1,0.831820775947384
Aqilah,1,3,0,Female,1,0.438502968244955
Aqsa,16,1080,0,Female,1,0.996455700426081
Aqsaa,2,6,0,Female,1,0.609665712097835
Aqsah,7,27,0,Female,1,0.875444970258133
Aqua,1,3,0,Female,1,0.438502968244955
Aqueelah,1,5,0,Female,1,0.565517535216825
Aquib,3,0,10,Male,1,0.722467200137111
Aquila,2,8,0,Female,1,0.67559243511612
Ara,7,15,33,Male,0.800543165534122,0.546669285841084
Araan,1,0,1,Male,1,0.0512932943875506
Araba,1,3,0,Female,1,0.438502968244955
Arabel,2,7,0,Female,1,0.645669564933313
Arabella,16,1679,0,Female,1,0.997717278237615
Arabelle,6,34,0,Female,1,0.898485445846676
Arad,3,0,15,Male,1,0.796116698964151
Aradhana,1,3,0,Female,1,0.438502968244955
Aradhya,1,1,0,Female,1,0.0512932943875506
Araf,2,0,7,Male,1,0.645669564933313
Arafa,2,6,0,Female,1,0.609665712097835
Arafaat,1,0,3,Male,1,0.438502968244955
Arafah,3,8,0,Female,1,0.67559243511612
Arafat,12,0,68,Male,1,0.946528663479929
Arafath,4,0,15,Male,1,0.796116698964151
Aragorn,1,0,3,Male,1,0.438502968244955
Arainn,1,0,1,Male,1,0.0512932943875506
Araiz,1,0,4,Male,1,0.510109163545403
Arale,1,1,0,Female,1,0.0512932943875506
Aram,10,0,55,Male,1,0.934715098882913
Aramide,2,10,0,Female,1,0.722467200137111
Araminta,16,140,0,Female,1,0.973293799630587
Aramis,2,0,6,Male,1,0.609665712097835
Aran,16,0,643,Male,1,0.994061205001149
Arandeep,11,0,81,Male,1,0.954721914567585
Arandip,1,0,3,Male,1,0.438502968244955
Arani,2,7,0,Female,1,0.645669564933313
Aranjit,1,0,4,Male,1,0.510109163545403
Arann,2,0,6,Male,1,0.609665712097835
Arantxa,1,3,0,Female,1,0.438502968244955
Aranveer,1,0,3,Male,1,0.438502968244955
Araoluwa,1,3,0,Female,1,0.438502968244955
Aras,4,0,51,Male,1,0.929953380101468
Arash,14,0,100,Male,1,0.963006501793014
Arati,1,3,0,Female,1,0.438502968244955
Arav,9,0,88,Male,1,0.958172933335108
Aravind,3,0,11,Male,1,0.741167033031968
Arawen-zoe,1,1,0,Female,1,0.0512932943875506
Araya,8,47,0,Female,1,0.924442395836004
Arayah,4,12,0,Female,1,0.757505993344759
Araz,1,0,4,Male,1,0.510109163545403
Arbaaz,16,0,132,Male,1,0.971721013201392
Arbab,5,0,22,Male,1,0.851345125391379
Arbas,1,0,3,Male,1,0.438502968244955
Arbaz,11,0,67,Male,1,0.945773860608698
Arben,5,0,19,Male,1,0.831820775947384
Arber,14,0,96,Male,1,0.961524412142324
Arbesa,1,4,0,Female,1,0.510109163545403
Arbi,2,0,6,Male,1,0.609665712097835
Arbnor,1,0,3,Male,1,0.438502968244955
Arbri,2,0,7,Male,1,0.645669564933313
Archana,10,43,0,Female,1,0.917990196774209
Archee,1,0,4,Male,1,0.510109163545403
Archer,13,0,247,Male,1,0.984685710094518
Archey,3,0,13,Male,1,0.771904627645802
Archi,5,0,22,Male,1,0.851345125391379
Archibald,16,0,804,Male,1,0.995244786240233
Archibold,2,0,6,Male,1,0.609665712097835
Archie,16,0,23445,Male,1,0.999836177031286
Archie-james,2,0,8,Male,1,0.67559243511612
Archie-jay,3,0,9,Male,1,0.700854951580456
Archie-lee,6,0,37,Male,1,0.905942174162798
Archisha,1,3,0,Female,1,0.438502968244955
Archit,5,0,17,Male,1,0.815681864991148
Archita,1,3,0,Female,1,0.438502968244955
Archna,1,3,0,Female,1,0.438502968244955
Archy,12,0,103,Male,1,0.964045241771352
Arda,13,0,474,Male,1,0.991960808862892
Arden,11,14,33,Male,0.813487494953952,0.560223260809539
Ardi,7,0,26,Male,1,0.871271078140785
Ardian,1,0,3,Male,1,0.438502968244955
Ardil,4,0,22,Male,1,0.851345125391379
Ardit,6,0,28,Male,1,0.879356695234154
Ardita,2,6,0,Female,1,0.609665712097835
Areeb,15,0,231,Male,1,0.983642331128478
Areeba,16,385,0,Female,1,0.990120758130204
Areebah,11,157,0,Female,1,0.976116488566691
Areebe,1,1,0,Female,1,0.0512932943875506
Areece,1,0,3,Male,1,0.438502968244955
Areefa,1,3,0,Female,1,0.438502968244955
Areej,15,157,0,Female,1,0.976116488566691
Areen,5,18,20,Female,0.675209766774739,0.372589713844967
Areena,5,16,0,Female,1,0.806392319465564
Arees,2,0,8,Male,1,0.67559243511612
Areesa,3,13,0,Female,1,0.771904627645802
Areesha,11,140,0,Female,1,0.973293799630587
Areez,3,0,14,Male,1,0.784689197262364
Areeza,1,3,0,Female,1,0.438502968244955
Arefa,2,8,0,Female,1,0.67559243511612
Arel,2,0,7,Male,1,0.645669564933313
Arella,2,9,0,Female,1,0.700854951580456
Aren,13,0,76,Male,1,0.951886414934863
Arena,1,5,0,Female,1,0.565517535216825
Ares,3,0,15,Male,1,0.796116698964151
Aresha,1,3,0,Female,1,0.438502968244955
Aretha,3,10,0,Female,1,0.722467200137111
Arez,2,0,8,Male,1,0.67559243511612
Arfa,11,59,0,Female,1,0.938870629473212
Arfah,3,10,0,Female,1,0.722467200137111
Arfan,10,0,43,Male,1,0.917990196774209
Arfath,1,0,3,Male,1,0.438502968244955
Arfhlaith,1,3,0,Female,1,0.438502968244955
Arfon,2,0,7,Male,1,0.645669564933313
Argjent,1,0,4,Male,1,0.510109163545403
Argyle,2,1,2,Male,0.98290223520415,0.207659600802048
Argyll,2,0,2,Male,1,0.342380227506653
Argyro,1,1,0,Female,1,0.0512932943875506
Arhaan,3,0,18,Male,1,0.824120776353342
Arhab,1,0,1,Male,1,0.0512932943875506
Arham,13,0,160,Male,1,0.976553804828495
Arhan,3,0,10,Male,1,0.722467200137111
Arhum,4,0,16,Male,1,0.806392319465564
Ari,14,3,191,Male,0.994727176814288,0.955528654903909
Aria,16,300,82,Female,0.82356611905081,0.741432781446577
Ariaana,1,3,0,Female,1,0.438502968244955
Ariadna,5,18,0,Female,1,0.824120776353342
Ariadne,13,102,0,Female,1,0.963705537853537
Ariadni,1,3,0,Female,1,0.438502968244955
Ariah,4,25,0,Female,1,0.866807749060952
Ariam,4,19,0,Female,1,0.831820775947384
Arian,16,39,289,Male,0.911789150516753,0.841582658082618
Ariana,16,990,0,Female,1,0.9961347367967
Ariane,16,219,0,Female,1,0.982761471581529
Arianna,16,772,0,Female,1,0.995048654880427
Arianne,16,299,0,Female,1,0.98731528095376
Arianwen,13,67,0,Female,1,0.945773860608698
Ariarna,1,5,0,Female,1,0.565517535216825
Arib,4,0,15,Male,1,0.796116698964151
Ariba,13,119,0,Female,1,0.968728319758061
Aribah,13,143,0,Female,1,0.973839412577718
Aric,3,0,12,Male,1,0.757505993344759
Arie,3,0,11,Male,1,0.741167033031968
Ariel,16,114,160,Female,0.640750378294687,0.524811666316108
Ariela,7,27,0,Female,1,0.875444970258133
Ariele,1,3,0,Female,1,0.438502968244955
Ariella,16,278,0,Female,1,0.986370142857024
Arielle,16,163,0,Female,1,0.976975394198497
Arien,2,0,8,Male,1,0.67559243511612
Arif,16,0,400,Male,1,0.990487705665703
Arifa,16,141,0,Female,1,0.973478181924074
Arifah,13,71,0,Female,1,0.94867204780311
Ariful,6,0,20,Male,1,0.838874841947181
Arifur,1,0,3,Male,1,0.438502968244955
Arihaant,1,0,1,Male,1,0.0512932943875506
Arihanna,1,3,0,Female,1,0.438502968244955
Ariia,1,1,0,Female,1,0.0512932943875506
Arij,8,33,0,Female,1,0.895730002457548
Arijus,5,0,31,Male,1,0.889744604539564
Arika,2,7,0,Female,1,0.645669564933313
Arin,14,13,161,Male,0.955820527187697,0.876381373209547
Arina,9,96,0,Female,1,0.961524412142324
Arinjay,1,0,1,Male,1,0.0512932943875506
Arinze,2,0,6,Male,1,0.609665712097835
Arinzechukwu,1,0,4,Male,1,0.510109163545403
Ario,1,0,5,Male,1,0.565517535216825
Ariola,1,3,0,Female,1,0.438502968244955
Arion,8,0,56,Male,1,0.935806063281237
Arios,1,0,3,Male,1,0.438502968244955
Ariq,2,0,6,Male,1,0.609665712097835
Aris,13,0,74,Male,1,0.950650220603614
Arisa,11,57,0,Female,1,0.936861165147021
Arish,5,0,20,Male,1,0.838874841947181
Arisha,14,217,0,Female,1,0.982605354804267
Arissa,7,179,0,Female,1,0.978990220021919
Aristarkh,1,0,1,Male,1,0.0512932943875506
Aristotelis,1,0,3,Male,1,0.438502968244955
Ariya,8,61,6,Female,0.958309049362011,0.818072478003338
Ariyah,2,10,0,Female,1,0.722467200137111
Ariyan,9,0,99,Male,1,0.962646787932173
Ariyana,5,26,0,Female,1,0.871271078140785
Ariz,6,0,31,Male,1,0.889744604539564
Arizona,10,40,0,Female,1,0.912378398802713
Arjan,16,0,592,Male,1,0.993552884305336
Arjay,1,0,3,Male,1,0.438502968244955
Arjen,6,0,29,Male,1,0.883030201500259
Arjin,3,9,0,Female,1,0.700854951580456
Arjon,2,0,6,Male,1,0.609665712097835
Arjun,16,0,1888,Male,1,0.99796946049428
Arjuna,3,0,11,Male,1,0.741167033031968
Arjunveer,2,0,6,Male,1,0.609665712097835
Arka,1,0,3,Male,1,0.438502968244955
Arkadiusz,6,0,38,Male,1,0.908190131774416
Arkady,1,0,1,Male,1,0.0512932943875506
Arkan,1,0,5,Male,1,0.565517535216825
Arkle,1,0,1,Male,1,0.0512932943875506
Arla,5,26,0,Female,1,0.871271078140785
Arlaith,1,7,0,Female,1,0.645669564933313
Arlan,4,0,19,Male,1,0.831820775947384
Arlen,14,0,95,Male,1,0.961135146460527
Arlene,5,14,0,Female,1,0.784689197262364
Arlette,1,3,0,Female,1,0.438502968244955
Arley,10,1,102,Male,0.999502006850606,0.947041808167463
Arlia,2,7,0,Female,1,0.645669564933313
Arlie,9,0,49,Male,1,0.927302180779504
Arlind,10,0,57,Male,1,0.936861165147021
Arlinda,4,16,0,Female,1,0.806392319465564
Arlo,13,0,713,Male,1,0.994641131908004
Arlow,2,0,6,Male,1,0.609665712097835
Arlowe,1,0,1,Male,1,0.0512932943875506
Armaan,16,3,959,Male,0.998938873000205,0.990871609112759
Armaghan,1,0,1,Male,1,0.0512932943875506
Arman,16,0,528,Male,1,0.992777060236687
Armana,1,1,0,Female,1,0.0512932943875506
Armand,14,0,84,Male,1,0.95626827158534
Armanda,4,13,0,Female,1,0.771904627645802
Armandas,7,0,98,Male,1,0.962280009878319
Armandeep,1,0,5,Male,1,0.565517535216825
Armando,12,0,100,Male,1,0.963006501793014
Armands,1,0,3,Male,1,0.438502968244955
Armani,16,280,286,Female,0.546314969439446,0.46421427497955
Armanie,1,3,0,Female,1,0.438502968244955
Armann,1,0,3,Male,1,0.438502968244955
Armano,1,0,1,Male,1,0.0512932943875506
Armari,1,0,3,Male,1,0.438502968244955
Armarni,6,18,6,Female,0.88000633771405,0.55100555994846
Armeen,3,7,0,Female,1,0.645669564933313
Armel,2,0,6,Male,1,0.609665712097835
Armela,4,13,0,Female,1,0.771904627645802
Armelle,1,3,0,Female,1,0.438502968244955
Armen,1,0,3,Male,1,0.438502968244955
Armend,2,0,6,Male,1,0.609665712097835
Armin,13,0,67,Male,1,0.945773860608698
Armina,4,14,0,Female,1,0.784689197262364
Arminas,5,0,30,Male,1,0.886486606826031
Armita,3,10,0,Female,1,0.722467200137111
Armon,1,0,4,Male,1,0.510109163545403
Arnaldo,1,0,3,Male,1,0.438502968244955
Arnas,9,0,98,Male,1,0.962280009878319
Arnaud,8,0,27,Male,1,0.875444970258133
Arnav,13,0,290,Male,1,0.986926763717715
Arne,8,0,28,Male,1,0.879356695234154
Arnez,2,0,6,Male,1,0.609665712097835
Arnie,15,0,93,Male,1,0.960332497388265
Arnis,1,0,3,Male,1,0.438502968244955
Arnisa,2,6,0,Female,1,0.609665712097835
Arnit,1,0,3,Male,1,0.438502968244955
Arno,7,0,28,Male,1,0.879356695234154
Arnod,1,0,1,Male,1,0.0512932943875506
Arnold,16,0,232,Male,1,0.983711689878857
Arnoldas,1,0,4,Male,1,0.510109163545403
Arnoldus,1,0,1,Male,1,0.0512932943875506
Arnya,3,11,0,Female,1,0.741167033031968
Aro,5,0,24,Male,1,0.86202379532502
Arold,1,0,3,Male,1,0.438502968244955
Aron,16,0,1291,Male,1,0.997033259327213
Aronas,3,0,43,Male,1,0.917990196774209
Arondeep,1,0,4,Male,1,0.510109163545403
Aroob,7,30,0,Female,1,0.886486606826031
Arooba,2,7,0,Female,1,0.645669564933313
Arooj,16,336,0,Female,1,0.988696320825527
Aroon,6,0,24,Male,1,0.86202379532502
Aroosa,14,137,0,Female,1,0.972724942975884
Aroosh,3,34,1,Female,0.998534477303213,0.854669127663863
Aroosha,2,6,0,Female,1,0.609665712097835
Arora,1,3,0,Female,1,0.438502968244955
Aros,1,0,3,Male,1,0.438502968244955
Arouge,1,3,0,Female,1,0.438502968244955
Arousa,1,3,0,Female,1,0.438502968244955
Aroush,8,163,0,Female,1,0.976975394198497
Aroz,2,0,6,Male,1,0.609665712097835
Arpad,1,0,3,Male,1,0.438502968244955
Arpan,3,0,9,Male,1,0.700854951580456
Arpit,1,0,3,Male,1,0.438502968244955
Arpita,5,17,0,Female,1,0.815681864991148
Arqam,3,0,13,Male,1,0.771904627645802
Arrabella,5,19,0,Female,1,0.831820775947384
Arrah,1,1,0,Female,1,0.0512932943875506
Arran,16,1,1844,Male,0.99997219875643,0.996936159749675
Arran-william,1,0,1,Male,1,0.0512932943875506
Arren,10,0,46,Male,1,0.92292643691442
Arria,1,1,0,Female,1,0.0512932943875506
Arriana,2,7,0,Female,1,0.645669564933313
Arrianna,3,7,0,Female,1,0.645669564933313
Arrianna-fiona,1,1,0,Female,1,0.0512932943875506
Arrianna-jane,1,1,0,Female,1,0.0512932943875506
Arrianne,2,8,0,Female,1,0.67559243511612
Arrie,1,0,4,Male,1,0.510109163545403
Arrin,1,0,1,Male,1,0.0512932943875506
Arris,1,0,1,Male,1,0.0512932943875506
Arrol,1,0,1,Male,1,0.0512932943875506
Arron,16,0,2037,Male,1,0.998117708357947
Arrun,5,0,16,Male,1,0.806392319465564
Arry,10,0,48,Male,1,0.925899870333882
Arryn,1,1,1,Female,0.974353352806225,0.0256466471937753
Arsal,1,0,3,Male,1,0.438502968244955
Arsalaan,11,0,57,Male,1,0.936861165147021
Arsalan,16,0,140,Male,1,0.973293799630587
Arsema,3,11,0,Female,1,0.741167033031968
Arsen,1,0,3,Male,1,0.438502968244955
Arsene,1,0,1,Male,1,0.0512932943875506
Arseniy,2,0,7,Male,1,0.645669564933313
Arsh,7,6,53,Male,0.952552027537595,0.795361863737675
Arsha,1,4,0,Female,1,0.510109163545403
Arshad,14,0,71,Male,1,0.94867204780311
Arshan,5,0,20,Male,1,0.838874841947181
Arshdeep,7,3,22,Male,0.958331828495596,0.700442060790727
Arshi,3,10,0,Female,1,0.722467200137111
Arshia,11,57,31,Female,0.739436680574497,0.543659867910876
Arshiya,6,30,0,Female,1,0.886486606826031
Arshman,2,0,11,Male,1,0.741167033031968
Arshpreet,6,28,0,Female,1,0.879356695234154
Arshveer,1,0,1,Male,1,0.0512932943875506
Arslaan,10,0,43,Male,1,0.917990196774209
Arslan,15,0,128,Male,1,0.970863043726492
Art,15,0,118,Male,1,0.968471660977506
Arta,7,24,1,Female,0.997948268224498,0.804559362638063
Artan,1,0,6,Male,1,0.609665712097835
Artem,7,0,40,Male,1,0.912378398802713
Artemis,14,97,0,Female,1,0.961905957474052
Artemy,1,0,1,Male,1,0.0512932943875506
Arthi,1,3,0,Female,1,0.438502968244955
Arthor,1,0,1,Male,1,0.0512932943875506
Arthur,16,0,6066,Male,1,0.999367123697257
Arthur-james,1,0,3,Male,1,0.438502968244955
Arti,4,15,0,Female,1,0.796116698964151
Artian,1,0,1,Male,1,0.0512932943875506
Artie,4,0,22,Male,1,0.851345125391379
Artin,9,0,67,Male,1,0.945773860608698
Artiola,1,4,0,Female,1,0.510109163545403
Artiom,3,0,11,Male,1,0.741167033031968
Artis,2,0,4,Male,1,0.510109163545403
Artjom,2,0,6,Male,1,0.609665712097835
Artjoms,3,0,10,Male,1,0.722467200137111
Artur,14,0,239,Male,1,0.984181206786727
Arturas,1,0,4,Male,1,0.510109163545403
Arturo,10,0,45,Male,1,0.921348401267112
Arturs,4,0,24,Male,1,0.86202379532502
Artyom,1,0,1,Male,1,0.0512932943875506
Arub,8,32,0,Female,1,0.892820801744929
Aruba,4,13,0,Female,1,0.771904627645802
Arubah,1,3,0,Female,1,0.438502968244955
Aruj,1,3,0,Female,1,0.438502968244955
Arul,1,0,3,Male,1,0.438502968244955
Arun,16,0,1248,Male,1,0.99693135357227
Aruna,7,25,0,Female,1,0.866807749060952
Arunas,1,0,4,Male,1,0.510109163545403
Arundeep,14,0,86,Male,1,0.957241802714258
Arunjit,1,0,3,Male,1,0.438502968244955
Arunveer,3,0,9,Male,1,0.700854951580456
Arunvir,2,0,6,Male,1,0.609665712097835
Arusa,4,20,0,Female,1,0.838874841947181
Arush,5,0,36,Male,1,0.903581371405536
Arusha,1,4,0,Female,1,0.510109163545403
Arushan,2,0,7,Male,1,0.645669564933313
Arushi,8,57,0,Female,1,0.936861165147021
Arvid,1,0,3,Male,1,0.438502968244955
Arvin,16,0,234,Male,1,0.983848657674144
Arvind,15,0,91,Male,1,0.95949599607112
Arvinder,5,0,21,Male,1,0.845360981075153
Arwa,16,257,0,Female,1,0.985272821130268
Arwaa,5,20,0,Female,1,0.838874841947181
Arwah,1,3,0,Female,1,0.438502968244955
Arwand,1,0,3,Male,1,0.438502968244955
Arwel,9,0,72,Male,1,0.949348827403542
Arwen,13,443,0,Female,1,0.991403083252766
Arwin,2,0,6,Male,1,0.609665712097835
Arwyn,11,28,29,Female,0.633837175815926,0.382598984976127
Arya,16,278,250,Female,0.56875821333162,0.483889055014265
Arya-jane,1,1,0,Female,1,0.0512932943875506
Aryaa,1,3,0,Female,1,0.438502968244955
Aryaan,11,0,157,Male,1,0.976116488566691
Aryam,3,10,0,Female,1,0.722467200137111
Aryaman,4,0,28,Male,1,0.879356695234154
Aryan,16,0,1870,Male,1,0.997949955262965
Aryana,11,93,0,Female,1,0.960332497388265
Aryanna,5,22,0,Female,1,0.851345125391379
Aryav,1,0,3,Male,1,0.438502968244955
Aryaveer,1,0,3,Male,1,0.438502968244955
Aryeh,13,0,64,Male,1,0.943375940207195
Aryn,1,1,0,Female,1,0.0512932943875506
Aryo,3,0,9,Male,1,0.700854951580456
Arzhin,1,0,3,Male,1,0.438502968244955
Arzo,2,6,0,Female,1,0.609665712097835
Arzoo,16,162,0,Female,1,0.976836559157096
Arzu,12,63,0,Female,1,0.942528800411148
As'ad,2,0,6,Male,1,0.609665712097835
Asa,16,6,590,Male,0.995378213137461,0.97821237719646
Asad,16,0,674,Male,1,0.994332806335898
Asadullah,7,0,28,Male,1,0.879356695234154
Asaf,2,0,7,Male,1,0.645669564933313
Asal,5,18,0,Female,1,0.824120776353342
Asaldis,1,1,0,Female,1,0.0512932943875506
Asam,7,0,33,Male,1,0.895730002457548
Asan,2,0,6,Male,1,0.609665712097835
Asante,4,10,14,Male,0.755323973901882,0.388346658652288
Asaph,2,0,8,Male,1,0.67559243511612
Asar,1,0,3,Male,1,0.438502968244955
Asaru,1,0,3,Male,1,0.438502968244955
Asavira,1,1,0,Female,1,0.0512932943875506
Asawir,1,1,0,Female,1,0.0512932943875506
Asbah,3,11,0,Female,1,0.741167033031968
Aseal,1,1,0,Female,1,0.0512932943875506
Aseeb,2,0,6,Male,1,0.609665712097835
Aseel,11,80,6,Female,0.967634585490079,0.856038593589632
Aseem,3,0,13,Male,1,0.771904627645802
Asees,3,11,0,Female,1,0.741167033031968
Asel,1,6,0,Female,1,0.609665712097835
Asena,6,22,0,Female,1,0.851345125391379
Aser,1,0,4,Male,1,0.510109163545403
Aseya,1,3,0,Female,1,0.438502968244955
Asfa,1,3,0,Female,1,0.438502968244955
Asger,1,0,3,Male,1,0.438502968244955
Asghar,3,0,9,Male,1,0.700854951580456
Ash,14,0,138,Male,1,0.972917235534427
Ash-leigh,1,3,0,Female,1,0.438502968244955
Asha,16,1280,66,Female,0.961273340877748,0.93809153791374
Ashaan,3,0,9,Male,1,0.700854951580456
Ashai,1,0,3,Male,1,0.438502968244955
Ashalina,4,23,0,Female,1,0.856883381549573
Ashan,11,0,49,Male,1,0.927302180779504
Ashana,4,19,0,Female,1,0.831820775947384
Ashani,8,40,0,Female,1,0.912378398802713
Ashanta,1,4,0,Female,1,0.510109163545403
Ashantae,2,7,0,Female,1,0.645669564933313
Ashantay,3,13,0,Female,1,0.771904627645802
Ashante,8,44,0,Female,1,0.919704396241519
Ashanti,16,416,3,Female,0.99756205904245,0.979163357504589
Ashanti-leigh,1,3,0,Female,1,0.438502968244955
Ashantia,1,4,0,Female,1,0.510109163545403
Ashar,11,0,51,Male,1,0.929953380101468
Asharn,2,0,6,Male,1,0.609665712097835
Asharna,1,3,0,Female,1,0.438502968244955
Ashay,1,0,3,Male,1,0.438502968244955
Ashaya,2,6,0,Female,1,0.609665712097835
Ashaz,7,0,53,Male,1,0.932418011423458
Ashbie,1,3,0,Female,1,0.438502968244955
Ashby,2,0,8,Male,1,0.67559243511612
Ashdeep,1,3,0,Female,1,0.438502968244955
Ashden,10,6,111,Male,0.976287621471183,0.892619465754569
Ashdon,15,7,149,Male,0.978096662506453,0.910283617851798
Asheka,1,6,0,Female,1,0.609665712097835
Ashel,1,0,1,Male,1,0.0512932943875506
Asher,16,73,1047,Male,0.947843005025177,0.918827282278576
Ashfan,1,0,1,Male,1,0.0512932943875506
Ashfaq,10,0,41,Male,1,0.914332429815568
Ashford,2,0,7,Male,1,0.645669564933313
Ashi,1,3,0,Female,1,0.438502968244955
Ashia,15,86,0,Female,1,0.957241802714258
Ashik,1,0,3,Male,1,0.438502968244955
Ashika,12,44,0,Female,1,0.919704396241519
Ashil,1,0,3,Male,1,0.438502968244955
Ashim,1,0,3,Male,1,0.438502968244955
Ashir,13,0,51,Male,1,0.929953380101468
Ashira,8,32,0,Female,1,0.892820801744929
Ashish,13,0,83,Male,1,0.955764690358026
Ashita,1,3,0,Female,1,0.438502968244955
Ashiya,2,7,0,Female,1,0.645669564933313
Ashkan,5,0,20,Male,1,0.838874841947181
Ashlea,16,342,3,Female,0.997038373438172,0.97474978828445
Ashleah,1,3,0,Female,1,0.438502968244955
Ashlee,16,617,163,Female,0.818097769725428,0.761100989017255
Ashleen,9,44,0,Female,1,0.919704396241519
Ashlei,2,8,0,Female,1,0.67559243511612
Ashleigh,16,7084,205,Female,0.97542944590171,0.967824296667978
Ashleigh-ann,2,4,0,Female,1,0.510109163545403
Ashleigh-anne,1,3,0,Female,1,0.438502968244955
Ashleigh-jade,1,3,0,Female,1,0.438502968244955
Ashleigh-louise,3,9,0,Female,1,0.700854951580456
Ashleigh-marie,2,7,0,Female,1,0.645669564933313
Ashleigh-may,1,4,0,Female,1,0.510109163545403
Ashleigh-paige,1,4,0,Female,1,0.510109163545403
Ashleigh-rose,1,3,0,Female,1,0.438502968244955
Ashlene,1,3,0,Female,1,0.438502968244955
Ashley,16,2305,11001,Male,0.833105587710782,0.820245545501777
