Name,F,M,Year
Elena,4,0,2001
Elise,4,0,2001
Elisha,6,0,2001
Elizabeth,29,0,2001
Ella,26,0,2001
Elle,7,0,2001
Ellen,97,0,2001
Ellie,78,0,2001
Elliott,0,5,2001
Eloise,3,0,2001
Emer,21,0,2001
Emily,106,0,2001
Emma,229,0,2001
Emma-Louise,6,0,2001
Emmet,0,12,2001
Emmett,0,3,2001
Enda,0,5,2001
Enya,5,0,2001
Eoghan,0,34,2001
Eoin,0,105,2001
Erin,152,0,2001
Erinn,3,0,2001
Esther,4,0,2001
Ethan,0,155,2001
Euan,0,19,2001
Eugene,0,4,2001
Eunan,0,8,2001
Eva,47,0,2001
Evan,0,10,2001
Eve,59,0,2001
Evie,8,0,2001
Ewan,0,20,2001
Faith,15,0,2001
Faye,9,0,2001
Fearghal,0,6,2001
Fergal,0,11,2001
Fergus,0,6,2001
Finlay,0,7,2001
Finn,0,13,2001
Fintan,0,8,2001
Fiona,9,0,2001
Fionan,0,4,2001
Fionn,0,9,2001
Fionntan,0,9,2001
Fionnuala,15,0,2001
Frances,5,0,2001
Francesca,3,0,2001
Francis,0,13,2001
Fraser,0,3,2001
Frazer,0,3,2001
Frederick,0,5,2001
Gabriel,0,4,2001
Gabrielle,6,0,2001
Gareth,0,30,2001
Gary,0,36,2001
Gavin,0,20,2001
Gemma,23,0,2001
George,0,22,2001
Georgia,45,0,2001
Georgina,8,0,2001
Geraldine,3,0,2001
Gerard,0,30,2001
Gillian,4,0,2001
Gina,3,0,2001
Glen,0,11,2001
Glenn,0,12,2001
Grace,55,0,2001
Graeme,0,3,2001
Graham,0,3,2001
Grainne,15,0,2001
Hannah,209,0,2001
Harriet,4,0,2001
Harrison,0,6,2001
Harry,0,77,2001
Harvey,0,8,2001
Hayden,0,3,2001
Hayley,4,0,2001
Heather,9,0,2001
Heidi,4,0,2001
Helen,10,0,2001
Helena,3,0,2001
Henry,0,11,2001
Hollie,24,0,2001
Holly,67,0,2001
Hugh,0,3,2001
Ian,0,8,2001
Imogen,8,0,2001
India,3,0,2001
Iona,4,0,2001
Isaac,0,14,2001
Isabel,4,0,2001
Isabella,10,0,2001
Isobel,3,0,2001
Jack,0,384,2001
Jackson,0,6,2001
Jacob,0,29,2001
Jacqueline,4,0,2001
Jade,82,0,2001
Jai,0,4,2001
Jaime,0,3,2001
Jake,0,95,2001
James,0,246,2001
Jamie,8,170,2001
Jamie-Lee,6,0,2001
Jamie-Leigh,3,0,2001
Jane,14,0,2001
Jared,0,4,2001
Jarlath,0,5,2001
Jasmin,6,0,2001
Jasmine,14,0,2001
Jason,0,49,2001
Jay,0,38,2001
Jayne,6,0,2001
Jemma,13,0,2001
Jenna,12,0,2001
Jenni,4,0,2001
Jennifer,23,0,2001
Jenny,11,0,2001
Jessica,107,0,2001
Jessie,4,0,2001
Jill,7,0,2001
Joanna,9,0,2001
Joanne,5,0,2001
Jodi,7,0,2001
Jodie,49,0,2001
Jodie-Lee,3,0,2001
Jody,3,0,2001
Joe,0,10,2001
Joel,0,61,2001
John,0,129,2001
Johnathan,0,3,2001
Johnathon,0,3,2001
Johnny,0,3,2001
Jonah,0,4,2001
Jonathan,0,80,2001
Jonathon,0,5,2001
Jordan,29,139,2001
Jordan-Lee,0,3,2001
Jordon,0,6,2001
Jordyn,7,0,2001
Joseph,0,93,2001
Josh,0,50,2001
Joshua,0,197,2001
Joss,0,3,2001
Joy,4,0,2001
Jude,4,20,2001
Judith,3,0,2001
Julia,18,0,2001
Julie,6,0,2001
Justin,0,10,2001
Kaci,6,0,2001
Kai,0,8,2001
Kain,0,4,2001
Kaitlin,14,0,2001
Kaitlyn,21,0,2001
Kane,0,9,2001
Kara,9,0,2001
Karen,11,0,2001
Karl,0,14,2001
Karla,7,0,2001
Kate,25,0,2001
Katelyn,16,0,2001
Katherine,18,0,2001
Kathleen,10,0,2001
Kathryn,37,0,2001
Katie,163,0,2001
Katie-Lee,3,0,2001
Katlyn,5,0,2001
Katy,14,0,2001
Kayla,6,0,2001
Kaylee,3,0,2001
Kayleigh,13,0,2001
Kealan,0,9,2001
Keelan,0,20,2001
Keeley,6,0,2001
Keely,5,0,2001
Keeva,7,0,2001
Keisha,4,0,2001
Keith,0,5,2001
Kellie,4,0,2001
Kelly,12,0,2001
Kelsey,11,0,2001
Kenneth,0,3,2001
Keri,8,0,2001
Kerri,15,0,2001
Kerrie,11,0,2001
Kerry,13,0,2001
Kevin,0,38,2001
Kian,0,16,2001
Kieran,0,20,2001
Killian,0,3,2001
Kimberley,5,0,2001
Kira,3,0,2001
Kirsten,12,0,2001
Kirstie,3,0,2001
Kirsty,45,0,2001
Kris,0,3,2001
Kristen,3,0,2001
Kristian,0,5,2001
Kristin,3,0,2001
Kurtis,0,7,2001
Kyle,0,93,2001
Kyran,0,3,2001
Lana,6,0,2001
Laoise,5,0,2001
Lara,20,0,2001
Laura,103,0,2001
Lauren,233,0,2001
Lauryn,10,0,2001
Leah,110,0,2001
Leanne,9,0,2001
Lee,0,44,2001
Lena,4,0,2001
Leo,0,10,2001
Leon,0,14,2001
Leona,12,0,2001
Levi,0,3,2001
Lewis,0,79,2001
Lia,4,0,2001
Liam,0,62,2001
Lily,9,0,2001
Lisa,20,0,2001
Logan,0,10,2001
Lois,16,0,2001
Lorcan,0,27,2001
Lorna,7,0,2001
Louie,0,4,2001
Louis,0,27,2001
Louisa,3,0,2001
Louise,39,0,2001
Luc,0,4,2001
Luca,0,7,2001
Lucas,0,11,2001
Lucia,10,0,2001
Lucie,8,0,2001
Lucy,106,0,2001
Luke,0,149,2001
Lydia,18,0,2001
Lyndsey,3,0,2001
Madeleine,4,0,2001
Madison,19,0,2001
Maeve,21,0,2001
Maia,5,0,2001
Mairead,10,0,2001
Majella,3,0,2001
Malachy,0,5,2001
Marc,0,24,2001
Marcus,0,10,2001
Margaret,6,0,2001
Maria,35,0,2001
Marie,6,0,2001
Marina,3,0,2001
Mark,0,136,2001
Marshall,0,3,2001
Martha,3,0,2001
Martin,0,43,2001
Martina,5,0,2001
Mary,32,0,2001
Mason,0,8,2001
Mathew,0,3,2001
Matthew,0,344,2001
Max,0,28,2001
Maxwell,0,3,2001
Meabh,16,0,2001
Meadhbh,3,0,2001
Meaghan,3,0,2001
Megan,221,0,2001
Meghan,11,0,2001
Melanie,3,0,2001
Melissa,18,0,2001
Mia,25,0,2001
Miceal,0,5,2001
Michael,0,185,2001
Michaela,9,0,2001
Micheal,0,18,2001
Michelle,16,0,2001
Mitchell,0,7,2001
Mohamed,0,3,2001
Mohammad,0,3,2001
Mohammed,0,3,2001
Mollie,24,0,2001
Molly,95,0,2001
Morgan,35,13,2001
Mya,13,0,2001
Myles,0,4,2001
Nadia,5,0,2001
Nadine,8,0,2001
Nakita,3,0,2001
Naoise,7,0,2001
Naomh,4,0,2001
Naomi,41,0,2001
Natalia,4,0,2001
Natalie,18,0,2001
Natasha,30,0,2001
Nathan,0,120,2001
Nathanael,0,3,2001
Nathaniel,0,4,2001
Neil,0,17,2001
Neve,5,0,2001
Nial,0,3,2001
Niall,0,84,2001
Niambh,4,0,2001
Niamh,169,0,2001
Nicholas,0,14,2001
Nicola,12,0,2001
Nicole,112,0,2001
Nikita,14,0,2001
Nikki,3,0,2001
Nina,3,0,2001
Nisha,3,0,2001
Noah,0,4,2001
Noel,0,8,2001
Norman,0,4,2001
Nuala,6,0,2001
Odhran,0,48,2001
Oisin,0,98,2001
Oliver,0,38,2001
Olivia,81,0,2001
Omar,0,3,2001
Oonagh,6,0,2001
Oran,0,55,2001
Ordhan,0,3,2001
Orla,57,0,2001
Orlagh,19,0,2001
Orlaigh,3,0,2001
Orlaith,31,0,2001
Owen,0,51,2001
Padraic,0,3,2001
Padraig,0,32,2001
Paige,18,0,2001
Paris,3,0,2001
Patrice,4,0,2001
Patricia,4,0,2001
Patrick,0,114,2001
Paul,0,66,2001
Paula,5,0,2001
Pauric,0,3,2001
Peadar,0,4,2001
Pearce,0,3,2001
Pearse,0,25,2001
Peter,0,85,2001
Phelim,0,5,2001
Philip,0,34,2001
Philippa,3,0,2001
Phillip,0,7,2001
Phoebe,8,0,2001
Piaras,0,4,2001
Pierce,0,7,2001
Poppy,4,0,2001
Rachael,57,0,2001
Rachel,169,0,2001
Rebecca,190,0,2001
Rebekah,53,0,2001
Reece,0,80,2001
Regan,9,4,2001
Reuben,0,14,2001
Rhianna,7,0,2001
Rhiannon,16,0,2001
Rhona,3,0,2001
Rhys,0,48,2001
Riain,0,4,2001
Rian,0,11,2001
Richard,0,28,2001
Riley,0,3,2001
Riona,9,0,2001
Robbie,0,17,2001
Robert,0,56,2001
Robin,0,4,2001
Robyn,33,0,2001
Roise,4,0,2001
Roisin,28,0,2001
Roma,3,0,2001
Ronan,0,80,2001
Rory,0,65,2001
Rosa,5,0,2001
Rose,10,0,2001
Rosie,10,0,2001
Ross,0,57,2001
Roy,0,3,2001
Ruairi,0,45,2001
Ruby,7,0,2001
Russell,0,7,2001
Ruth,27,0,2001
Ryan,0,288,2001
Sabrina,3,0,2001
Sacha,4,0,2001
Saffron,5,0,2001
Sally,6,0,2001
Sam,0,31,2001
Samantha,23,0,2001
Samara,3,0,2001
Samuel,0,103,2001
Saoirse,14,0,2001
Sara,8,0,2001
Sarah,198,0,2001
Sarah-Louise,5,0,2001
Sasha,17,0,2001
Saul,0,5,2001
Scott,0,81,2001
Seamus,0,21,2001
Sean,0,161,2001
Seana,4,0,2001
Serena,9,0,2001
Shane,0,63,2001
Shania,7,0,2001
Shanice,3,0,2001
Shannen,4,0,2001
Shannon,113,0,2001
Shantelle,3,0,2001
Sharon,3,0,2001
Shaun,0,8,2001
Shauna,33,0,2001
Shay,0,17,2001
She ,0,12,2001
Shea,0,44,2001
Shelby,5,0,2001
Shelly,3,0,2001
Shona,11,0,2001
Sian,9,0,2001
Sifn,3,0,2001
Simon,0,18,2001
Sinead,15,0,2001
Siobhan,5,0,2001
Siofra,6,0,2001
Sol,0,4,2001
Sophia,6,0,2001
Sophie,146,0,2001
Sorcha,11,0,2001
Stacey,8,0,2001
Stefan,0,5,2001
Stephanie,19,0,2001
Stephen,0,69,2001
Steven,0,24,2001
Stewart,0,7,2001
Stuart,0,22,2001
Summer,3,0,2001
Susan,4,0,2001
Suzanne,4,0,2001
Tadhg,0,3,2001
Tamara,3,0,2001
Tammie,3,0,2001
Tamzin,7,0,2001
Tanisha,4,0,2001
Tanya,4,0,2001
Tara,44,0,2001
Taylor,30,31,2001
Tegan,10,0,2001
Terence,0,6,2001
Tess,3,0,2001
Theo,0,4,2001
Theodore,0,4,2001
Therese,4,0,2001
Thersse,3,0,2001
Thomas,0,196,2001
Tia,16,0,2001
Tianna,3,0,2001
Tiarna,5,0,2001
Tiarnach,0,4,2001
Tiarnan,0,48,2001
Tiegan,3,0,2001
Tierna,12,0,2001
Tiernagh,3,0,2001
Tiernan,0,47,2001
Tiffany,6,0,2001
Timothy,0,28,2001
Toby,0,8,2001
Todd,0,3,2001
Tom,0,28,2001
Tomas,0,10,2001
Toni,12,0,2001
Tony,0,5,2001
Tori,16,0,2001
Travis,0,12,2001
Trevor,0,5,2001
Trinity,3,0,2001
Tristan,0,10,2001
Troy,0,7,2001
Turlough,0,5,2001
Tyler,7,45,2001
Tyrone,0,3,2001
Ultan,0,3,2001
Una,10,0,2001
Victoria,66,0,2001
Vincent,0,3,2001
Warren,0,3,2001
Wayne,0,4,2001
William,0,107,2001
Wilson,0,3,2001
Yasmin,10,0,2001
Zac,0,6,2001
Zach,0,7,2001
Zachary,0,3,2001
Zack,0,7,2001
Zak,0,8,2001
Zara,47,0,2001
Zoe,72,0,2001
Aaliyah,12,0,2002
Aaron,0,150,2002
Abbey,8,0,2002
Abbi,3,0,2002
Abbie,40,0,2002
Abby,20,0,2002
Abigail,47,0,2002
Adam,0,272,2002
Adele,5,0,2002
Ahmed,0,5,2002
Aidan,0,51,2002
Aideen,7,0,2002
Aiden,0,4,2002
Aileen,4,0,2002
Aimee,111,0,2002
Aimee-Louise,4,0,2002
Aine,51,0,2002
Aisha,4,0,2002
Aisleen,4,0,2002
Aisling,33,0,2002
Aislinn,6,0,2002
Alan,0,9,2002
Alana,22,0,2002
Alanah,3,0,2002
Alanna,15,0,2002
Alannah,12,0,2002
Alex,40,39,2002
Alexander,0,48,2002
Alexandra,44,0,2002
Ali,0,4,2002
Alice,33,0,2002
Alicia,26,0,2002
Alisha,13,0,2002
Alison,5,0,2002
Alistair,0,3,2002
Alix,3,0,2002
Alysha,3,0,2002
Alyssa,5,0,2002
Amber,21,0,2002
Amelia,4,0,2002
Ami,3,0,2002
Amie,4,0,2002
Amy,188,0,2002
Amy-Louise,3,0,2002
Ana,4,0,2002
Andrea,9,0,2002
Andrew,0,120,2002
Angel,4,0,2002
Angela,4,0,2002
Angus,0,6,2002
Anna,141,0,2002
Annabel,6,0,2002
Anne,5,0,2002
Annie,20,0,2002
Anthony,0,28,2002
Anton,0,7,2002
Antonia,5,0,2002
Anya,3,0,2002
Aodhan,0,27,2002
Aoibh,8,0,2002
Aoibheann,8,0,2002
Aoibhin,3,0,2002
Aoibhinn,9,0,2002
Aoife,120,0,2002
April,7,0,2002
Aran,0,4,2002
Archie,0,5,2002
Arran,0,5,2002
Asha,4,0,2002
Ashleigh,10,0,2002
Ashley,5,5,2002
Ava,6,0,2002
Bailey,0,31,2002
Barry,0,10,2002
Becky,4,0,2002
Ben,0,200,2002
Benjamin,0,113,2002
Benn,0,3,2002
Bernard,0,3,2002
Beth,45,0,2002
Bethany,64,0,2002
Billy,0,3,2002
Blaithin,6,0,2002
Blake,0,7,2002
Blathnaid,4,0,2002
Bobby,0,4,2002
Brad,0,3,2002
Bradley,0,37,2002
Brandon,0,30,2002
Breanna,3,0,2002
Brendan,0,24,2002
Brenna,3,0,2002
Brett,0,4,2002
Brian,0,37,2002
Brianna,4,0,2002
Brigid,4,0,2002
Brogan,5,3,2002
Bronagh,22,0,2002
Bronwen,3,0,2002
Brooke,16,0,2002
Brooklyn,7,6,2002
Bryan,0,5,2002
Caelainn,4,0,2002
Caelan,0,9,2002
Cahir,0,6,2002
Cailin,4,0,2002
Cain,0,6,2002
Cait,3,0,2002
Caithlin,3,0,2002
Caitlin,227,0,2002
Caitlyn,16,0,2002
Caitriona,4,0,2002
Cal,0,3,2002
Caleb,0,23,2002
Callum,0,101,2002
Calum,0,29,2002
Calvin,0,15,2002
Cameron,3,95,2002
Caoilte,0,3,2002
Caoimhe,85,0,2002
Caoimhin,0,22,2002
Caolan,0,72,2002
Cara,74,0,2002
Caragh,9,0,2002
Carla,16,0,2002
Carley,3,0,2002
Carly,8,0,2002
Caroline,7,0,2002
Carolyn,4,0,2002
Carragh,3,0,2002
Carrie,7,0,2002
Carson,0,7,2002
Carter,0,18,2002
Casey,16,0,2002
Cassie,5,0,2002
Cathair,0,5,2002
Cathal,0,17,2002
Catherine,68,0,2002
Catriona,7,0,2002
Cayla,3,0,2002
Cerys,9,0,2002
Chad,0,4,2002
Chantel,5,0,2002
Chantelle,12,0,2002
Charis,3,0,2002
Charlee,3,0,2002
Charlene,8,0,2002
Charles,0,19,2002
Charley,7,0,2002
Charlie,6,28,2002
Charlotte,52,0,2002
Chelsea,24,0,2002
Cheyanne,4,0,2002
Chloe,254,0,2002
Christian,0,10,2002
Christina,8,0,2002
Christopher,0,97,2002
Cian,0,22,2002
Ciara,77,0,2002
Ciaran,0,71,2002
Ciaron,0,4,2002
Ciarrai,3,0,2002
Cillian,0,4,2002
Claire,39,0,2002
Clara,18,0,2002
Clare,16,0,2002
Clarke,0,3,2002
Claudia,8,0,2002
Cliodhna,31,0,2002
Cliona,15,0,2002
Clodagh,32,0,2002
Codie,5,0,2002
Cody,6,7,2002
Cole,0,11,2002
Colin,0,12,2002
Colleen,12,0,2002
Colm,0,10,2002
Conal,0,15,2002
Conall,0,25,2002
Conan,0,10,2002
Conchor,0,5,2002
Conleth,0,4,2002
Connie,5,0,2002
Connor,0,67,2002
Conor,0,211,2002
Cora,15,0,2002
Corey,0,38,2002
Cormac,0,29,2002
Courtney,70,0,2002
Craig,0,27,2002
Curtis,0,40,2002
Daire,3,30,2002
Daisy,8,0,2002
Dale,0,7,2002
Damian,0,5,2002
Damien,0,8,2002
Dan,0,6,2002
Dane,0,3,2002
Dani,3,0,2002
Daniel,0,173,2002
Danielle,18,0,2002
Danny,0,8,2002
Dara,6,18,2002
Daragh,0,4,2002
Darcey,3,0,2002
Darcy,5,0,2002
Darragh,0,45,2002
Darren,0,19,2002
Darryl,0,10,2002
Daryl,0,5,2002
David,0,116,2002
Davina,3,0,2002
Dawn,5,0,2002
Deaglan,0,7,2002
Dean,0,40,2002
Dearbhail,3,0,2002
Dearbhla,16,0,2002
Deborah,6,0,2002
Declan,0,38,2002
Deirbhile,5,0,2002
Demi,12,0,2002
Demi-Lee,4,0,2002
Denis,0,3,2002
Denise,3,0,2002
Denver,0,3,2002
Deon,0,4,2002
Dermot,0,4,2002
Dervla,4,0,2002
Destiny,5,0,2002
Diarmuid,0,7,2002
Dillan,0,4,2002
Dillon,0,10,2002
Dion,0,3,2002
Dominic,0,8,2002
Donal,0,7,2002
Drew,0,3,2002
Dylan,0,186,2002
Eabha,5,0,2002
Eadaoin,4,0,2002
Eamon,0,8,2002
Eamonn,0,7,2002
Ebony,4,0,2002
Eddie,0,3,2002
Eden,10,0,2002
Edward,0,17,2002
Eibhlin,3,0,2002
Eileen,3,0,2002
Eilis,4,0,2002
Eilise,3,0,2002
Eimear,75,0,2002
Eimer,4,0,2002
Eireann,5,0,2002
Eirinn,3,0,2002
Eleanor,6,0,2002
Elena,5,0,2002
Eli,0,4,2002
Elise,4,0,2002
Elizabeth,31,0,2002
Ella,51,0,2002
Elle,17,0,2002
Ellen,112,0,2002
Ellie,131,0,2002
Elliott,0,4,2002
Eloise,7,0,2002
Emer,22,0,2002
Emily,124,0,2002
Emma,188,0,2002
Emma-Jane,3,0,2002
Emma-Louise,6,0,2002
Emmet,0,7,2002
Emmett,0,6,2002
Enda,0,10,2002
Enya,8,0,2002
Eoghan,0,41,2002
Eoin,0,90,2002
Erika,3,0,2002
Erin,128,0,2002
Erinn,3,0,2002
Esther,6,0,2002
Ethan,0,170,2002
Euan,0,11,2002
Eugene,0,4,2002
Eunan,0,6,2002
Eva,28,0,2002
Evan,0,16,2002
Eve,50,0,2002
Evie,10,0,2002
Ewan,0,22,2002
Faith,15,0,2002
Faye,18,0,2002
Fearghal,0,5,2002
Feidhlim,0,3,2002
Fergal,0,9,2002
Fergus,0,3,2002
Fiachra,0,4,2002
Finbar,0,3,2002
Finlay,0,12,2002
Finn,0,15,2002
Fintan,0,7,2002
Fiona,16,0,2002
Fionn,0,17,2002
Fionntan,0,9,2002
Fionnuala,6,0,2002
Francesca,8,0,2002
Francis,0,11,2002
Freya,5,0,2002
Gabriel,0,4,2002
Gabrielle,14,0,2002
Gareth,0,25,2002
Garry,0,3,2002
Gary,0,33,2002
Gavin,0,15,2002
Gemma,21,0,2002
George,0,21,2002
Georgia,44,0,2002
Georgina,7,0,2002
Gerard,0,23,2002
Glen,0,4,2002
Glenn,0,13,2002
Grace,79,0,2002
Graham,0,4,2002
Grainne,13,0,2002
Gregory,0,6,2002
Hana,4,0,2002
Hannah,184,0,2002
Harrison,0,4,2002
Harry,0,74,2002
Harvey,0,8,2002
Hayley,17,0,2002
Heather,4,0,2002
Heidi,4,0,2002
Helen,11,0,2002
Henry,0,13,2002
Hollie,45,0,2002
Holly,97,0,2002
Hope,5,0,2002
Hugh,0,9,2002
Hugo,0,5,2002
Ian,0,7,2002
Imogen,6,0,2002
Iona,3,0,2002
Isaac,0,13,2002
Isabel,4,0,2002
Isabella,3,0,2002
Jack,0,349,2002
Jackson,0,8,2002
Jacob,0,29,2002
Jade,34,0,2002
Jake,0,82,2002
James,0,263,2002
Jamie,7,139,2002
Jamie-Lee,9,4,2002
Jane,13,0,2002
Jarlath,0,3,2002
Jasmine,17,0,2002
Jason,0,54,2002
Jay,0,42,2002
Jayde,5,0,2002
Jayne,6,0,2002
Jed,0,3,2002
Jemima,4,0,2002
Jemma,8,0,2002
Jenna,27,0,2002
Jennifer,34,0,2002
Jenny,11,0,2002
Jerome,0,5,2002
Jessica,151,0,2002
Jill,4,0,2002
Joanna,13,0,2002
Joanne,8,0,2002
Jodi,6,0,2002
Jodie,52,0,2002
Joe,0,18,2002
Joel,0,47,2002
John,0,109,2002
Johnathan,0,3,2002
Jolene,5,0,2002
Jonathan,0,76,2002
Jonathon,0,6,2002
Jordan,15,89,2002
Josef,0,3,2002
Joseph,0,82,2002
Josephine,5,0,2002
Josh,0,53,2002
Joshua,0,238,2002
Joy,3,0,2002
Jude,0,27,2002
Julia,8,0,2002
Julianna,3,0,2002
Justin,0,23,2002
Kacey,10,0,2002
Kaci,8,0,2002
Kai,0,10,2002
Kaia,3,0,2002
Kain,0,3,2002
Kaitlin,16,0,2002
Kaitlyn,13,0,2002
Kane,0,7,2002
Kara,7,0,2002
Karen,11,0,2002
Karl,0,14,2002
Karla,5,0,2002
Kasey,3,0,2002
Kate,39,0,2002
Katelin,3,0,2002
Katelyn,22,0,2002
Katherine,21,0,2002
Kathleen,10,0,2002
Kathryn,27,0,2002
Katie,216,0,2002
Katie-Lee,3,0,2002
Katy,10,0,2002
Kayla,15,0,2002
Kayleigh,16,0,2002
Kealan,0,4,2002
Keelan,0,15,2002
Keeley,4,0,2002
Keelin,0,3,2002
Keely,5,0,2002
Keeva,3,0,2002
Keith,0,3,2002
Kelan,0,3,2002
Kellie,4,0,2002
Kelly,13,0,2002
Kelsey,10,0,2002
Kelvin,0,3,2002
Keri,4,0,2002
Kerri,11,0,2002
Kerrie,6,0,2002
Kerry,25,0,2002
Kevin,0,29,2002
Kian,0,8,2002
Kiera,6,0,2002
Kieran,0,21,2002
Kieva,3,0,2002
Kim,3,0,2002
Kirk,0,4,2002
Kirsten,18,0,2002
Kirsty,29,0,2002
Korben,0,4,2002
Kristian,0,3,2002
Kristin,3,0,2002
Kurt,0,4,2002
Kurtis,0,11,2002
Kyla,5,0,2002
Kyle,0,77,2002
Kylie,5,0,2002
Kym,3,0,2002
Lana,9,0,2002
Laoise,4,0,2002
Lara,25,0,2002
Larissa,3,0,2002
Laura,92,0,2002
Lauren,190,0,2002
Lauryn,14,0,2002
Lawrence,0,3,2002
Leah,140,0,2002
Leanne,6,0,2002
Lee,0,54,2002
Leigh,4,0,2002
Leighton,0,3,2002
Lennon,0,7,2002
Leo,0,16,2002
Leon,0,16,2002
Leona,12,0,2002
Lewis,0,85,2002
Lia,5,0,2002
Liam,0,53,2002
Lily,10,0,2002
Lisa,8,0,2002
Logan,0,10,2002
Lois,15,0,2002
Lorcan,0,22,2002
Lorna,3,0,2002
Louie,0,3,2002
Louis,0,21,2002
Louise,61,0,2002
Luc,0,3,2002
Luca,0,6,2002
Lucas,0,7,2002
Lucia,6,0,2002
Lucie,7,0,2002
Lucy,134,0,2002
Luis,0,4,2002
Luke,0,139,2002
Lydia,20,0,2002
Lyndsey,4,0,2002
Mackenzie,5,3,2002
Maddie,3,0,2002
Madeleine,3,0,2002
Madeline,3,0,2002
Madison,16,0,2002
Maeve,26,0,2002
Maggie,6,0,2002
Maia,3,0,2002
Mairead,7,0,2002
Maisie,3,0,2002
Malachy,0,4,2002
Mallaidh,3,0,2002
Manus,0,4,2002
Marc,0,23,2002
Marcus,0,22,2002
Margaret,10,0,2002
Maria,42,0,2002
Mariah,3,0,2002
Mark,0,102,2002
Martha,3,0,2002
Martin,0,24,2002
Martina,3,0,2002
Mary,23,0,2002
Mary-Kate,5,0,2002
Mason,0,8,2002
Mathew,0,5,2002
Matthew,0,360,2002
Maurice,0,6,2002
Max,0,24,2002
Maximilian,0,4,2002
Maya,3,0,2002
Meabh,22,0,2002
Meaghan,4,0,2002
Meg,4,0,2002
Megan,202,0,2002
Meghan,8,0,2002
Melanie,8,0,2002
Melissa,26,0,2002
Mia,50,0,2002
Michael,0,152,2002
Michaela,15,0,2002
Micheal,0,20,2002
Michelle,4,0,2002
Millie,8,0,2002
Mitchell,0,3,2002
Mollie,25,0,2002
Molly,102,0,2002
Morgan,38,18,2002
Mya,8,0,2002
Nadia,10,0,2002
Nadine,9,0,2002
Naoise,9,0,2002
Naomh,4,0,2002
Naomi,38,0,2002
Natalia,3,0,2002
Natalie,21,0,2002
Natalya,3,0,2002
Natasha,39,0,2002
Nathan,0,149,2002
Nathaniel,0,4,2002
Neil,0,7,2002
Nia,7,0,2002
Niall,0,79,2002
Niamh,179,0,2002
Nicholas,0,13,2002
Nicola,8,0,2002
Nicole,91,0,2002
Nikita,15,0,2002
Nikki,5,0,2002
Nikkita,3,0,2002
Nina,3,0,2002
Nisha,4,0,2002
Noah,0,6,2002
Noel,0,5,2002
Nuala,5,0,2002
Odhran,0,53,2002
Oisin,0,93,2002
Oliver,0,42,2002
Olivia,59,0,2002
Omar,0,5,2002
Oonagh,6,0,2002
Oran,0,49,2002
Orla,54,0,2002
Orlagh,20,0,2002
Orlaigh,3,0,2002
Orlaith,24,0,2002
Orrin,0,3,2002
Oscar,0,5,2002
Owen,0,55,2002
Padhraig,0,3,2002
Padraig,0,38,2002
Paige,18,0,2002
Patrick,0,117,2002
Paul,0,58,2002
Paula,4,0,2002
Pauric,0,4,2002
Peadar,0,3,2002
Pearse,0,23,2002
Peter,0,101,2002
Philip,0,25,2002
Philippa,4,0,2002
Phillip,0,6,2002
Phoebe,11,0,2002
Piaras,0,4,2002
Pierce,0,6,2002
Polly,3,0,2002
Poppy,6,0,2002
Rachael,39,0,2002
Rachel,170,0,2002
Raymond,0,5,2002
Rebecca,179,0,2002
Rebekah,53,0,2002
Reece,0,46,2002
Renee,4,0,2002
Reuben,0,21,2002
Rhea,9,0,2002
Rheanna,3,0,2002
Rhianna,17,0,2002
Rhiannon,20,0,2002
Rhys,0,43,2002
Rian,0,13,2002
Richard,0,22,2002
Riley,0,7,2002
Riona,9,0,2002
Roan,0,3,2002
Robbie,0,14,2002
Robert,0,57,2002
Robin,0,5,2002
Robyn,25,0,2002
Rohan,0,3,2002
Roisin,29,0,2002
Ronan,0,59,2002
Rory,0,47,2002
Rosa,3,0,2002
Rose,8,0,2002
Rosemary,3,0,2002
Rosie,6,0,2002
Ross,0,74,2002
Rowan,0,4,2002
Ruaidhri,0,4,2002
Ruairi,0,44,2002
Ruari,0,4,2002
Ruby,4,0,2002
Ruth,14,0,2002
Ryan,0,287,2002
Sacha,4,0,2002
Sam,0,40,2002
Samantha,23,0,2002
Samuel,0,80,2002
Saoirse,17,0,2002
Saorlaith,3,0,2002
Sara,26,0,2002
Sarah,191,0,2002
Sarah-Jane,6,0,2002
Sarah-Louise,4,0,2002
Sasha,10,0,2002
Saskia,4,0,2002
Saul,0,4,2002
Scott,0,66,2002
Seamus,0,13,2002
Sean,0,135,2002
Seana,10,0,2002
Seanna,3,0,2002
Sebastian,0,7,2002
Serena,3,0,2002
Shakira,15,0,2002
Shane,0,74,2002
Shania,4,0,2002
Shannan,3,0,2002
Shannon,89,0,2002
Shaun,0,11,2002
Shauna,29,0,2002
Shauneen,4,0,2002
Shay,0,25,2002
Shea,0,79,2002
Shona,7,0,2002
Shonagh,3,0,2002
Sian,16,0,2002
Simon,0,6,2002
Sinead,23,0,2002
Siobhan,6,0,2002
Siofra,3,0,2002
Sophia,11,0,2002
Sophie,148,0,2002
Sorcha,14,0,2002
Stacey,6,0,2002
Stefan,0,3,2002
Stephanie,20,0,2002
Stephen,0,53,2002
Steve,0,3,2002
Steven,0,22,2002
Stewart,0,8,2002
Stuart,0,23,2002
Susan,3,0,2002
Susanna,5,0,2002
Suzanne,3,0,2002
Tabitha,4,0,2002
