Name,F,M,Year
POLLIE,3,0,1998
POLLY,130,0,1998
POLLY-ANNA,4,0,1998
POLLYANNA,26,0,1998
POOJA,22,0,1998
POONAM,6,0,1998
POPPI,9,0,1998
POPPIE,17,0,1998
POPPY,534,0,1998
PORSCHA,3,0,1998
PORSCHE,6,0,1998
PORSHA,4,0,1998
PORTIA,20,0,1998
PRABHDEEP,0,3,1998
PRABHJOT,3,3,1998
PRAKASH,0,4,1998
PRANAV,0,6,1998
PRANAY,0,5,1998
PRASHANT,0,3,1998
PRAVEENA,3,0,1998
PRECIOUS,23,0,1998
PREENA,6,0,1998
PREET,6,0,1998
PREEYA,4,0,1998
PREM,0,9,1998
PRENTICE,0,4,1998
PRESTON,0,7,1998
PRIA,4,0,1998
PRIANKA,4,0,1998
PRIMROSE,9,0,1998
PRINA,3,0,1998
PRINCE,0,28,1998
PRINCESS,23,0,1998
PRISCA,6,0,1998
PRISCILLA,20,0,1998
PRITESH,0,5,1998
PRIYA,119,0,1998
PRIYANKA,30,0,1998
PRIYEN,0,3,1998
PRIYESH,0,12,1998
PRUDENCE,4,0,1998
PUI,6,0,1998
PUJA,6,0,1998
PUJAN,0,4,1998
PUNIT,0,4,1998
QAASIM,0,8,1998
QADEER,0,4,1998
QAIS,0,4,1998
QAISER,0,3,1998
QAMAR,0,9,1998
QASIM,0,61,1998
QAYS,0,3,1998
QUAID,0,7,1998
QUANG,0,3,1998
QUDSIA,5,0,1998
QUENTIN,0,21,1998
QUIANNA,3,0,1998
QUINCY,0,4,1998
QUINLAN,0,11,1998
QUINLEY,0,3,1998
QUINN,3,47,1998
QUINTEN,0,3,1998
QUINTIN,0,3,1998
QUINTON,0,10,1998
QUOC,0,3,1998
RA'EESAH,3,0,1998
RABIA,43,0,1998
RABIAH,14,0,1998
RABIHA,3,0,1998
RABIYA,6,0,1998
RACHAEL,530,0,1998
RACHAL,3,0,1998
RACHEAL,17,0,1998
RACHEL,1890,0,1998
RACHELLE,21,0,1998
RACQUEL,3,0,1998
RADEYAH,6,0,1998
RADHA,6,0,1998
RADHIKA,19,0,1998
RADIA,9,0,1998
RAE,31,0,1998
RAE-ANNE,3,0,1998
RAEES,0,18,1998
RAEESA,9,0,1998
RAEESAH,16,0,1998
RAEGAN,15,3,1998
RAEKWON,0,8,1998
RAFAEL,0,17,1998
RAFAELA,3,0,1998
RAFAELLA,5,0,1998
RAFE,0,12,1998
RAFFAELA,3,0,1998
RAFFAELE,0,4,1998
RAFFAELLA,8,0,1998
RAFI,0,9,1998
RAFIA,6,0,1998
RAFIAT,4,0,1998
RAFIQ,0,5,1998
RAGHAV,0,3,1998
RAGUL,0,3,1998
RAHAN,0,3,1998
RAHAT,4,8,1998
RAHEEL,0,20,1998
RAHEELA,8,0,1998
RAHEEM,0,41,1998
RAHEEMA,6,0,1998
RAHEEMAH,3,0,1998
RAHEES,0,3,1998
RAHEESA,3,0,1998
RAHELA,4,0,1998
RAHIL,0,12,1998
RAHIM,0,31,1998
RAHIMA,26,0,1998
RAHIMAH,4,0,1998
RAHIN,0,3,1998
RAHMA,15,0,1998
RAHMAN,0,4,1998
RAHSAAN,0,5,1998
RAHUL,0,85,1998
RAIHAAN,0,3,1998
RAIHAN,0,12,1998
RAIMA,3,0,1998
RAIN,3,0,1998
RAINE,12,0,1998
RAISA,7,0,1998
RAJ,0,18,1998
RAJA,0,74,1998
RAJAB,0,3,1998
RAJAN,0,55,1998
RAJDEEP,3,6,1998
RAJEEV,0,7,1998
RAJESH,0,6,1998
RAJINDER,0,6,1998
RAJIV,0,10,1998
RAJMINA,4,0,1998
RAJNEET,3,0,1998
RAJPAL,0,3,1998
RAJPREET,4,0,1998
RAJUN,0,3,1998
RAJVEER,0,6,1998
RAJVINDER,8,0,1998
RAJVIR,0,8,1998
RAKEEM,0,8,1998
RAKESH,0,5,1998
RAKIB,0,4,1998
RAKIM,0,9,1998
RAKIN,0,3,1998
RALPH,0,48,1998
RAM,0,10,1998
RAMAN,3,6,1998
RAMANDEEP,11,0,1998
RAMEEN,5,0,1998
RAMEESHA,5,0,1998
RAMEEZ,0,6,1998
RAMEL,0,3,1998
RAMEZ,0,3,1998
RAMI,0,12,1998
RAMIN,0,3,1998
RAMISA,6,0,1998
RAMISHA,7,0,1998
RAMIZ,0,5,1998
RAMLA,7,0,1998
RAMON,0,6,1998
RAMONA,4,0,1998
RAMONE,0,8,1998
RAMSEY,0,4,1998
RAMSHA,5,0,1998
RAMZAN,0,6,1998
RANA,7,3,1998
RANDY,0,3,1998
RANI,3,0,1998
RANIA,9,0,1998
RANJEET,0,3,1998
RANVEER,0,3,1998
RANVIR,0,5,1998
RANYA,4,0,1998
RAOUL,0,4,1998
RAPHAEL,0,48,1998
RAPHAELA,5,0,1998
RAPHAELLA,10,0,1998
RAPHAELLE,3,0,1998
RAQEEB,0,6,1998
RAQIYA,3,0,1998
RAQUEL,14,0,1998
RASHAAN,0,12,1998
RASHAD,0,5,1998
RASHAUN,0,8,1998
RASHAWN,0,3,1998
RASHED,0,3,1998
RASHEDA,3,0,1998
RASHEED,0,5,1998
RASHID,0,6,1998
RASHIDA,10,0,1998
RASHIDAT,5,0,1998
RAUL,0,10,1998
RAVEEN,3,0,1998
RAVEENA,16,0,1998
RAVEN,13,0,1998
RAVI,0,43,1998
RAVINA,8,0,1998
RAVINDER,4,12,1998
RAVNEET,9,0,1998
RAWAN,5,0,1998
RAY,0,14,1998
RAYA,3,0,1998
RAYAAN,0,3,1998
RAYAH,3,0,1998
RAYAN,3,8,1998
RAYANN,4,0,1998
RAYANNA,3,0,1998
RAYANNE,9,0,1998
RAYHAAN,0,3,1998
RAYHAN,0,15,1998
RAYHANA,4,0,1998
RAYMOND,0,44,1998
RAYNA,5,0,1998
RAYNE,3,0,1998
RAYYAN,0,4,1998
RAZA,0,9,1998
RAZAN,5,0,1998
RAZIA,6,0,1998
RAZIKA,3,0,1998
RAZINA,3,0,1998
RAZNA,3,0,1998
RAZWAN,0,12,1998
REA,13,0,1998
REACE,0,9,1998
REAGAN,22,40,1998
REANNA,38,0,1998
REANNAH,3,0,1998
REANNE,53,0,1998
REBBECCA,9,0,1998
REBBEKAH,4,0,1998
REBECA,13,0,1998
REBECCA,4767,0,1998
REBECCA-LOUISE,3,0,1998
REBECKA,7,0,1998
REBECKAH,3,0,1998
REBEKA,12,0,1998
REBEKAH,362,0,1998
REBEKKA,26,0,1998
REBEKKAH,11,0,1998
RED,0,5,1998
REDMOND,0,5,1998
REDVERS,0,3,1998
REECE,8,1729,1998
REED,0,7,1998
REEF,0,10,1998
REEGAN,6,24,1998
REEM,17,0,1998
REEMA,23,0,1998
REENA,13,0,1998
REES,0,40,1998
REESE,0,10,1998
REESHA,3,0,1998
REEVE,0,8,1998
REEYA,4,0,1998
REGAN,54,228,1998
REGGIE,0,25,1998
REGINA,7,0,1998
REGINALD,0,5,1998
REHAM,5,0,1998
REHAN,0,13,1998
REHANA,13,0,1998
REHMAN,0,5,1998
REICE,0,5,1998
REID,0,15,1998
REIGAN,0,3,1998
REILLY,3,8,1998
REIS,0,9,1998
REISS,0,78,1998
REJWAN,0,3,1998
REKHA,4,0,1998
REMA,5,0,1998
REME,4,0,1998
REMEL,0,9,1998
REMELL,0,5,1998
REMI,27,28,1998
REMIE,3,0,1998
REMMI,5,0,1998
REMMIE,5,0,1998
REMY,16,11,1998
RENA,5,0,1998
RENAE,15,0,1998
RENAY,4,0,1998
RENE,19,7,1998
RENEE,77,0,1998
RENO,0,3,1998
RENU,3,0,1998
REO,3,0,1998
RESHMA,11,0,1998
REUBEN,0,213,1998
REUEL,0,4,1998
REX,0,8,1998
REYNARD,0,4,1998
REZWAN,0,7,1998
REZWANA,6,0,1998
RHEA,109,0,1998
RHEANNA,16,0,1998
RHEANNE,12,0,1998
RHEANNON,6,0,1998
RHEMA,3,0,1998
RHETT,0,4,1998
RHIA,20,0,1998
RHIAIN,9,0,1998
RHIAN,143,3,1998
RHIANA,12,0,1998
RHIANAN,4,0,1998
RHIANE,5,0,1998
RHIANN,25,0,1998
RHIANNA,277,0,1998
RHIANNAH,6,0,1998
RHIANNAN,17,0,1998
RHIANNE,109,0,1998
RHIANNON,657,0,1998
RHIANON,7,0,1998
RHIANYDD,3,0,1998
RHIDIAN,0,5,1998
RHION,0,3,1998
RHIYA,5,0,1998
RHODA,6,0,1998
RHODRI,0,59,1998
RHONA,14,0,1998
RHYAN,0,9,1998
RHYANNA,7,0,1998
RHYANNE,6,0,1998
RHYANNON,5,0,1998
RHYCE,0,10,1998
RHYDIAN,0,24,1998
RHYS,0,1310,1998
RHYSS,0,3,1998
RIA,132,0,1998
RIAD,0,3,1998
RIAH,9,0,1998
RIAIN,0,3,1998
RIAN,7,33,1998
RIANA,11,0,1998
RIANE,3,0,1998
RIANNA,78,0,1998
RIANNAN,3,0,1998
RIANNE,29,0,1998
RIANNON,10,0,1998
RIAZ,0,13,1998
RICARDO,0,57,1998
RICCARDO,0,12,1998
RICCO,0,3,1998
RICHA,3,0,1998
RICHARD,0,683,1998
RICHELLE,6,0,1998
RICHIE,0,28,1998
RICHMOND,0,4,1998
RICK,0,5,1998
RICKI,9,10,1998
RICKIE,0,10,1998
RICKY,0,138,1998
RICKY-LEE,0,5,1998
RICO,0,15,1998
RIDA,5,0,1998
RIDDHI,8,0,1998
RIDHA,3,0,1998
RIDHI,5,0,1998
RIDHWAAN,0,4,1998
RIDWAN,0,10,1998
RIECE,0,4,1998
RIFAT,0,4,1998
RIFKA,3,0,1998
RIKESH,0,5,1998
RIKITA,3,0,1998
RIKKI,18,6,1998
RILEY,9,70,1998
RIMA,12,0,1998
RIMINI,7,0,1998
RIMSHA,14,0,1998
RIMSHAH,3,0,1998
RINA,7,0,1998
RINOR,0,3,1998
RIO,38,42,1998
RIOJA,3,0,1998
RIONA,8,0,1998
RIORDAN,0,9,1998
RISHA,4,0,1998
RISHI,0,37,1998
RISHIKA,3,0,1998
RITA,11,0,1998
RITCHIE,0,11,1998
RIVALDO,0,3,1998
RIVER,5,11,1998
RIVKA,16,0,1998
RIVKAH,4,0,1998
RIYA,33,0,1998
RIYAD,0,5,1998
RIYAN,0,3,1998
RIYAZ,0,3,1998
RIZWAN,0,24,1998
RIZWANA,8,0,1998
ROAN,0,8,1998
ROANNA,3,0,1998
ROARKE,0,4,1998
ROB,0,4,1998
ROBAT,0,4,1998
ROBBIE,0,358,1998
ROBBIE-LEE,0,3,1998
ROBBY,0,4,1998
ROBEL,0,4,1998
ROBERT,0,2121,1998
ROBERTA,31,0,1998
ROBERTO,0,40,1998
ROBIN,20,127,1998
ROBINA,3,0,1998
ROBSON,0,47,1998
ROBYN,563,0,1998
ROBYNNE,6,0,1998
ROCHE,3,0,1998
ROCHEL,8,0,1998
ROCHELLE,107,0,1998
ROCKY,0,3,1998
RODDY,0,3,1998
RODERICK,0,9,1998
RODI,0,3,1998
RODNEY,0,13,1998
ROGAN,0,6,1998
ROGER,0,14,1998
ROHAAN,0,6,1998
ROHAIL,0,11,1998
ROHAN,5,124,1998
ROHAT,0,4,1998
ROHEEL,0,3,1998
ROHIMA,8,0,1998
ROHIN,0,5,1998
ROHINI,5,0,1998
ROHIT,0,16,1998
ROISIN,134,0,1998
ROLAND,0,11,1998
ROLLO,0,5,1998
ROMA,13,0,1998
ROMAIN,0,4,1998
ROMAINE,0,3,1998
ROMAISA,3,0,1998
ROMAN,0,24,1998
ROMANA,19,0,1998
ROMANI,5,0,1998
ROMANO,0,4,1998
ROMANY,16,0,1998
ROMARIO,0,19,1998
ROMEO,0,3,1998
ROMEY,3,0,1998
ROMI,4,4,1998
ROMILLY,5,0,1998
ROMINA,7,0,1998
ROMY,36,0,1998
RON,0,3,1998
RONA,6,0,1998
RONAK,0,6,1998
RONALD,0,30,1998
RONALDO,0,20,1998
RONAN,0,190,1998
RONI,8,0,1998
RONNI,9,0,1998
RONNIE,11,91,1998
RONNY,3,5,1998
RORIE,0,8,1998
RORY,0,492,1998
ROSA,108,0,1998
ROSABELLE,3,0,1998
ROSALEE,3,0,1998
ROSALEEN,4,0,1998
ROSALIE,21,0,1998
ROSALIN,3,0,1998
ROSALIND,42,0,1998
ROSALYN,13,0,1998
ROSAMUND,11,0,1998
ROSANNA,79,0,1998
ROSANNAH,3,0,1998
ROSARIO,0,3,1998
ROSCOE,0,4,1998
ROSE,252,0,1998
ROSE-MARIE,3,0,1998
ROSEANN,3,0,1998
ROSEANNA,46,0,1998
ROSEANNE,29,0,1998
ROSEMARIE,13,0,1998
ROSEMARY,119,0,1998
ROSETTA,3,0,1998
ROSEY,8,0,1998
ROSHAN,5,25,1998
ROSHANE,0,3,1998
ROSHAUN,0,4,1998
ROSHINI,4,0,1998
ROSHNI,31,0,1998
ROSIE,786,0,1998
ROSIE-MAE,4,0,1998
ROSIE-MAY,3,0,1998
ROSINA,22,0,1998
ROSLYN,8,0,1998
ROSS,0,1022,1998
ROSY,14,0,1998
ROURKE,0,6,1998
ROWAN,72,224,1998
ROWANNE,4,0,1998
ROWEN,9,4,1998
ROWENA,27,0,1998
ROWENNA,4,0,1998
ROWLAND,0,3,1998
ROXANA,3,0,1998
ROXANE,3,0,1998
ROXANN,3,0,1998
ROXANNA,10,0,1998
ROXANNE,71,0,1998
ROXY,8,0,1998
ROY,0,34,1998
ROYA,8,0,1998
ROYCE,0,4,1998
ROYSTON,0,3,1998
ROZEENA,3,0,1998
RUAIDHRI,0,3,1998
RUAIRI,0,33,1998
RUAIRIDH,0,8,1998
RUAN,0,6,1998
RUARAIDH,0,5,1998
RUARI,0,20,1998
RUARIDH,0,12,1998
RUBEL,0,3,1998
RUBEN,0,51,1998
RUBENA,3,0,1998
RUBIE,4,0,1998
RUBINA,10,0,1998
RUBY,475,0,1998
RUBY-MAE,3,0,1998
RUBY-MAY,3,0,1998
RUCHEL,3,0,1998
RUDI,3,15,1998
RUDY,0,8,1998
RUEBEN,0,8,1998
RUFUS,0,36,1998
RUHEL,0,5,1998
RUHI,4,0,1998
RUHUL,0,6,1998
RUI,0,11,1998
RUJINA,4,0,1998
RUKAIYA,5,0,1998
RUKAYA,4,0,1998
RUKHSAAR,6,0,1998
RUKHSAR,18,0,1998
RUKIYA,3,0,1998
RUKSANA,13,0,1998
RUKSAR,11,0,1998
RUKSHANA,7,0,1998
RUMA,4,0,1998
RUMAANA,3,0,1998
RUMAANAH,11,0,1998
RUMAISA,4,0,1998
RUMANA,10,0,1998
RUMAYSA,8,0,1998
RUMMANAH,3,0,1998
RUNA,4,0,1998
RUPA,3,0,1998
RUPALI,3,0,1998
RUPERT,0,48,1998
RUPINDER,3,0,1998
RUQAIYAH,6,0,1998
RUQAYA,4,0,1998
RUQAYAH,4,0,1998
RUQAYYA,9,0,1998
RUQAYYAH,25,0,1998
RUQIYA,3,0,1998
RUSHAUN,0,3,1998
RUSHIL,0,5,1998
RUSSELL,0,81,1998
RUTH,266,0,1998
RUZINA,5,0,1998
RYAH,3,0,1998
RYAN,0,4992,1998
RYAN-JAMES,0,4,1998
RYAN-LEE,0,3,1998
RYANNA,4,0,1998
RYANNE,4,0,1998
RYDER,0,4,1998
RYE,0,3,1998
RYHAN,0,4,1998
RYHS,0,3,1998
RYLAN,0,10,1998
RYLEIGH,3,0,1998
RYLEY,0,12,1998
RYLIE,0,3,1998
SA'AD,0,5,1998
SAAD,0,15,1998
SAADIA,10,0,1998
SAADIYAH,3,0,1998
SAAHIL,0,3,1998
SAAJAN,0,3,1998
SAAQIB,0,4,1998
SAARA,9,0,1998
SAARAA,3,0,1998
SAARAH,29,0,1998
SAAVAN,0,3,1998
SABA,38,0,1998
SABAA,8,0,1998
SABAAH,4,0,1998
SABAH,71,0,1998
SABAHAT,7,0,1998
SABBA,4,0,1998
SABBIR,0,5,1998
SABEEHA,4,0,1998
SABEEL,0,5,1998
SABEELA,4,0,1998
SABHA,14,0,1998
SABIA,11,0,1998
SABIHA,21,0,1998
SABIHAH,6,0,1998
SABINA,31,0,1998
SABINE,7,0,1998
SABIR,0,6,1998
SABIRAH,5,0,1998
SABREEN,3,0,1998
SABREENA,8,0,1998
SABRINA,184,0,1998
SABRINE,4,0,1998
SACHA,68,7,1998
SACHIN,0,33,1998
SADAF,15,0,1998
SADE,40,0,1998
SADIA,100,0,1998
SADIE,146,0,1998
SADIE-MAY,4,0,1998
SADIK,0,3,1998
SADIQ,0,7,1998
SADIQUR,0,4,1998
SADIYA,12,0,1998
SADIYAH,15,0,1998
SAEED,0,21,1998
SAEEDA,3,0,1998
SAFA,29,0,1998
SAFAA,14,0,1998
SAFAH,8,0,1998
SAFFA,5,0,1998
SAFFIA,3,0,1998
SAFFRON,258,0,1998
SAFIA,44,0,1998
SAFIAH,3,0,1998
SAFINA,9,0,1998
SAFIYA,28,0,1998
SAFIYAH,16,0,1998
SAFIYYA,7,0,1998
SAFIYYAH,30,0,1998
SAFURA,3,0,1998
SAFWAAN,0,7,1998
SAFWAN,0,8,1998
SAFYAAN,0,3,1998
SAFYAN,0,9,1998
SAGAL,10,0,1998
SAGAR,0,14,1998
SAHAL,0,4,1998
SAHAR,22,0,1998
SAHARA,8,0,1998
SAHARAH,4,0,1998
SAHER,5,0,1998
SAHIB,0,10,1998
SAHIBA,5,0,1998
SAHIL,0,41,1998
SAHIN,0,3,1998
SAHIR,0,4,1998
SAHIRA,5,0,1998
SAHR,0,4,1998
SAHRA,17,0,1998
SAHRISH,3,0,1998
SAI,0,6,1998
SAIBA,3,0,1998
SAIBAH,4,0,1998
SAID,0,8,1998
SAIDA,6,0,1998
SAIF,0,67,1998
SAIFALI,0,3,1998
SAIFUL,0,4,1998
SAIFUR,0,4,1998
SAIMA,47,0,1998
SAIMAH,3,0,1998
SAIQA,4,0,1998
SAIRA,48,0,1998
SAIRAH,14,0,1998
SAIRISH,6,0,1998
SAJAD,0,4,1998
SAJAN,0,4,1998
SAJDA,4,0,1998
SAJEEL,0,4,1998
SAJID,0,8,1998
SAJIDA,4,0,1998
SAJJAD,0,3,1998
SAKARIYA,0,3,1998
SAKIB,0,8,1998
SAKINA,14,0,1998
SAKINAH,3,0,1998
SALAH,0,4,1998
SALAHUDDIN,0,3,1998
SALAR,0,3,1998
SALEEM,0,10,1998
SALEH,0,5,1998
SALEHA,18,0,1998
SALEM,0,4,1998
SALI,3,0,1998
SALIH,0,7,1998
SALIHA,10,0,1998
SALIHAH,8,0,1998
SALIM,0,8,1998
SALIMA,13,0,1998
SALINA,10,0,1998
SALLY,185,0,1998
SALLY-ANN,8,0,1998
SALLY-ANNE,5,0,1998
SALLYANN,4,0,1998
SALMA,98,0,1998
SALMAAN,0,6,1998
SALMAN,0,46,1998
SALOME,3,0,1998
SALONI,3,0,1998
SALVADOR,0,4,1998
SALVATORE,0,10,1998
SALWA,5,0,1998
SAM,10,1441,1998
SAMA,4,0,1998
SAMAD,0,8,1998
SAMAH,10,0,1998
SAMAIRA,5,0,1998
SAMAN,3,4,1998
SAMANTHA,1345,0,1998
SAMAR,10,0,1998
SAMARA,28,0,1998
SAMATAR,0,4,1998
SAMEE,0,7,1998
SAMEENA,11,0,1998
SAMEER,0,33,1998
SAMEERA,11,0,1998
SAMEERAH,4,0,1998
SAMEET,0,3,1998
SAMER,4,0,1998
SAMERA,10,0,1998
SAMI,0,59,1998
SAMIA,30,0,1998
SAMIAH,4,0,1998
SAMIE,0,3,1998
SAMIHA,16,0,1998
SAMIHAH,6,0,1998
SAMINA,17,0,1998
SAMIR,0,51,1998
SAMIRA,41,0,1998
SAMIRAH,15,0,1998
SAMIUL,0,4,1998
SAMIYA,22,0,1998
SAMIYAH,14,0,1998
SAMMI,7,4,1998
SAMMIE,5,0,1998
SAMMIE-JO,3,0,1998
SAMMY,7,23,1998
SAMMY-JO,13,0,1998
SAMRA,4,0,1998
SAMRAH,8,0,1998
SAMRAJ,0,8,1998
SAMREEN,5,0,1998
SAMSON,0,31,1998
SAMUAL,0,37,1998
SAMUEL,0,6072,1998
SAMUEL-JAMES,0,5,1998
SAMY,0,6,1998
SAMYA,9,0,1998
SANA,146,0,1998
SANAA,31,0,1998
SANAH,39,0,1998
SANAM,9,0,1998
SANCHA,4,0,1998
SANCHEZ,0,7,1998
SANCHIA,4,0,1998
SANDEEP,12,12,1998
SANDIE,3,0,1998
SANDRA,18,0,1998
SANDY,10,0,1998
SANEELA,3,0,1998
SANGEETA,5,0,1998
SANHA,4,0,1998
SANIA,22,0,1998
SANIYA,14,0,1998
SANIYAH,7,0,1998
SANJAY,0,32,1998
SANJEET,3,4,1998
SANJEEV,0,8,1998
SANJEEVAN,0,3,1998
SANJIDA,4,0,1998
SANJIDAH,7,0,1998
SANJNA,3,0,1998
SANNA,23,0,1998
SANNAH,13,0,1998
SANTANA,3,0,1998
SANTHOSH,0,3,1998
SANTIAGO,0,4,1998
SANTINA,3,0,1998
SANTINO,0,4,1998
SANVIR,0,3,1998
SANYA,18,0,1998
SAOIRSE,30,0,1998
SAPHIRE,9,0,1998
SAPHRON,8,0,1998
SAPPHIRA,3,0,1998
SAPPHIRE,66,0,1998
SAQIB,0,29,1998
SAQLAIN,0,10,1998
SARA,359,0,1998
SARA-LOUISE,3,0,1998
SARAH,2062,0,1998
SARAH-ANN,3,0,1998
SARAH-ANNE,3,0,1998
SARAH-JANE,30,0,1998
SARAH-JAYNE,9,0,1998
SARAH-LOUISE,25,0,1998
SARAN,3,0,1998
SAREENA,8,0,1998
SARFARAZ,0,3,1998
SARIKA,4,0,1998
SARINA,25,0,1998
SARISH,5,0,1998
SARITA,6,0,1998
SARRA,3,0,1998
SARWAR,0,5,1998
SASCHA,10,0,1998
SASHA,324,11,1998
SASKIA,221,0,1998
SATNAM,0,9,1998
SATPAL,0,3,1998
SATVEER,4,0,1998
SAUD,0,3,1998
SAUL,0,74,1998
SAURAV,0,4,1998
SAVANAH,9,0,1998
SAVANNA,42,0,1998
SAVANNAH,210,0,1998
SAVAS,0,6,1998
SAVINA,3,0,1998
SAVITA,3,0,1998
SAVRAJ,0,4,1998
SAVVAS,0,5,1998
SAXON,7,4,1998
SAYED,0,20,1998
SAYEDA,9,0,1998
SAYEEDA,3,0,1998
SAYEMA,4,0,1998
SAYMA,8,0,1998
SAYYED,0,4,1998
SCARLET,62,0,1998
SCARLETT,233,0,1998
SCARLETTE,3,0,1998
SCOT,0,11,1998
SCOTT,0,1185,1998
SEAMUS,0,42,1998
SEAN,0,1183,1998
SEANA,10,0,1998
SEANNA,3,0,1998
SEBASTIAN,0,422,1998
SEBASTIANO,0,3,1998
SEBASTIEN,0,32,1998
SEDA,4,0,1998
SEEMA,12,0,1998
SEETAL,4,0,1998
SEHAR,6,0,1998
SEHER,6,0,1998
SEHRISH,16,0,1998
SEJAL,7,0,1998
SEKINAT,3,0,1998
SELEN,5,0,1998
SELENA,22,0,1998
SELENE,5,0,1998
SELIM,0,5,1998
SELIN,18,0,1998
SELINA,108,0,1998
SELINE,3,0,1998
SELWYN,0,3,1998
SEMA,4,0,1998
SEMRA,6,0,1998
SENA,6,0,1998
SENARA,3,0,1998
SENAY,4,0,1998
SENIZ,3,0,1998
SENNA,0,3,1998
SENNEN,3,0,1998
SEPEHR,0,4,1998
SEPHORA,4,0,1998
SERA,7,0,1998
SERAPHINA,4,0,1998
SEREENA,8,0,1998
SEREN,49,0,1998
SERENA,144,0,1998
SERENE,7,0,1998
SERGIO,0,11,1998
SERHAT,0,3,1998
SERINA,10,0,1998
SERISH,5,0,1998
SERKAN,0,7,1998
SERPIL,3,0,1998
SETH,0,64,1998
SEVERIANO,0,3,1998
SEVERINE,3,0,1998
SEVGI,5,0,1998
SEYED,0,7,1998
SEYMOUR,0,3,1998
SHAAN,9,19,1998
SHABAAZ,0,4,1998
SHABAN,0,6,1998
SHABANA,11,0,1998
SHABAZ,0,20,1998
SHABBIR,0,4,1998
SHABNAM,15,0,1998
SHADE,7,0,1998
SHADIA,10,0,1998
SHADMAN,0,4,1998
SHAE,42,18,1998
SHAH,11,31,1998
SHAHAB,0,3,1998
SHAHAN,0,6,1998
SHAHANA,9,0,1998
SHAHBAAZ,0,3,1998
SHAHBAZ,0,3,1998
SHAHD,8,0,1998
SHAHED,0,3,1998
SHAHEEN,3,3,1998
SHAHEENA,4,0,1998
SHAHENA,3,0,1998
SHAHID,0,13,1998
SHAHIDA,12,0,1998
SHAHIL,0,4,1998
SHAHIN,0,3,1998
SHAHIR,0,3,1998
SHAHNAZ,6,0,1998
SHAHREEN,3,0,1998
SHAHRIA,0,3,1998
SHAHRIAR,0,5,1998
SHAHRIYAR,0,5,1998
SHAHZAIB,0,11,1998
SHAHZEB,0,3,1998
SHAI,8,12,1998
SHAILEN,0,3,1998
SHAIMA,7,0,1998
SHAINA,8,0,1998
SHAINE,0,4,1998
SHAIRA,4,0,1998
SHAISTA,5,0,1998
SHAJEDA,3,0,1998
SHAKAR,0,4,1998
SHAKEEB,0,4,1998
SHAKEEL,0,19,1998
SHAKEELA,3,0,1998
SHAKEELAH,4,0,1998
SHAKELA,3,0,1998
SHAKERA,4,0,1998
SHAKIEL,0,3,1998
SHAKIERA,4,0,1998
SHAKIL,0,9,1998
SHAKILA,10,0,1998
SHAKIR,0,7,1998
SHAKIRA,25,0,1998
SHAKIRAH,3,0,1998
SHALINI,7,0,1998
SHALOM,4,3,1998
SHAMA,10,0,1998
SHAMARA,3,0,1998
SHAMAS,0,6,1998
SHAMEELA,4,0,1998
SHAMEN,0,3,1998
SHAMILA,12,0,1998
SHAMILLA,4,0,1998
SHAMIM,3,0,1998
SHAMIMA,14,0,1998
SHAMINA,3,0,1998
SHAMREZ,0,5,1998
SHAMS,3,3,1998
SHAMSA,14,0,1998
SHAMUS,0,13,1998
SHAN,3,7,1998
SHANA,27,0,1998
SHANADE,7,0,1998
SHANAE,18,0,1998
SHANAI,6,0,1998
SHANARA,4,0,1998
SHANAY,15,0,1998
SHANAYA,7,0,1998
SHANAZ,6,0,1998
SHANE,4,568,1998
SHANEA,5,0,1998
SHANECE,3,0,1998
SHANEE,5,0,1998
SHANEECE,4,0,1998
SHANEIL,0,4,1998
SHANEL,7,0,1998
SHANELL,4,0,1998
SHANELLE,27,0,1998
SHANESE,3,0,1998
SHANETTE,3,0,1998
SHANEY,9,0,1998
SHANEYA,4,0,1998
SHANI,27,0,1998
SHANIA,92,0,1998
SHANIAH,8,0,1998
SHANICE,167,0,1998
SHANIE,7,0,1998
SHANIECE,3,0,1998
SHANIKA,7,0,1998
SHANIL,0,7,1998
SHANINE,3,0,1998
SHANIQUA,8,0,1998
SHANISE,3,0,1998
SHANJIDA,3,0,1998
SHANLEY,3,0,1998
SHANNA,17,0,1998
SHANNAE,4,0,1998
SHANNAH,4,0,1998
SHANNAN,35,0,1998
SHANNAY,4,0,1998
SHANNEL,3,0,1998
SHANNEN,15,0,1998
SHANNIA,3,0,1998
SHANNICE,10,0,1998
SHANNON,2904,7,1998
SHANNON-LEE,3,0,1998
SHANNON-LEIGH,8,0,1998
SHANNON-LOUISE,7,0,1998
SHANNON-MARIE,4,0,1998
SHANON,12,0,1998
SHANTAY,5,0,1998
SHANTE,4,0,1998
SHANTEL,13,0,1998
SHANTELL,7,0,1998
SHANTELLE,31,0,1998
SHANZA,4,0,1998
SHAQUIL,0,3,1998
SHAQUILLA,4,0,1998
SHAQUILLE,0,41,1998
SHARA,8,0,1998
SHARANDEEP,5,0,1998
SHARAZ,0,5,1998
SHAREEN,10,0,1998
SHARI,3,0,1998
SHARIF,0,6,1998
SHARIFA,6,0,1998
SHARIFAH,3,0,1998
SHARIQ,0,3,1998
SHARISSE,3,0,1998
SHARLA,11,0,1998
SHARLOTTE,3,0,1998
SHARMAINE,3,0,1998
SHARMARKE,0,5,1998
SHARMEEN,3,0,1998
